s_name,numwait
Supplier#000008426,9
Supplier#000008542,9
Supplier#000008635,9
Supplier#000008868,9
Supplier#000008975,9
Supplier#000008991,9
Supplier#000009165,9
Supplier#000009212,9
Supplier#000009376,9
Supplier#000009575,9
Supplier#000000084,8
Supplier#000000152,8
Supplier#000001142,8
Supplier#000001421,8
Supplier#000001459,8
Supplier#000001503,8
Supplier#000001891,8
Supplier#000002192,8
Supplier#000002641,8
Supplier#000003073,8
Supplier#000003126,8
Supplier#000003207,8
Supplier#000003386,8
Supplier#000003544,8
Supplier#000003566,8
Supplier#000003655,8
Supplier#000003940,8
Supplier#000003977,8
Supplier#000004233,8
Supplier#000004263,8
Supplier#000004464,8
Supplier#000004521,8
Supplier#000004747,8
Supplier#000005869,8
Supplier#000005977,8
Supplier#000006530,8
Supplier#000006984,8
Supplier#000007143,8
Supplier#000007236,8
Supplier#000007629,8
Supplier#000007729,8
Supplier#000007941,8
Supplier#000008057,8
Supplier#000008494,8
Supplier#000008585,8
Supplier#000008617,8
Supplier#000008732,8
Supplier#000008828,8
Supplier#000008889,8
Supplier#000008961,8
Supplier#000009086,8
Supplier#000009631,8
Supplier#000009813,8
Supplier#000009859,8
Supplier#000000019,7
Supplier#000000765,7
Supplier#000000913,7
Supplier#000001381,7
Supplier#000001522,7
Supplier#000002075,7
Supplier#000002149,7
Supplier#000002582,7
Supplier#000002657,7
Supplier#000003088,7
Supplier#000003139,7
Supplier#000003250,7
Supplier#000004022,7
Supplier#000004409,7
Supplier#000004742,7
Supplier#000004805,7
Supplier#000004965,7
Supplier#000004971,7
Supplier#000005225,7
Supplier#000005408,7
Supplier#000005480,7
Supplier#000005591,7
Supplier#000005935,7
Supplier#000006207,7
Supplier#000006495,7
Supplier#000006903,7
Supplier#000007420,7
Supplier#000007430,7
Supplier#000007590,7
Supplier#000007704,7
Supplier#000007813,7
Supplier#000008355,7
Supplier#000009117,7
Supplier#000009239,7
Supplier#000009654,7
Supplier#000009906,7
Supplier#000000942,6
Supplier#000001504,6
Supplier#000001606,6
Supplier#000001954,6
Supplier#000002166,6
Supplier#000003111,6
Supplier#000003261,6
Supplier#000003505,6
Supplier#000004218,6
Supplier#000004686,6
Supplier#000004817,6
Supplier#000004956,6
Supplier#000005431,6
Supplier#000005547,6
Supplier#000005581,6
Supplier#000006044,6
Supplier#000007374,6
Supplier#000007613,6
Supplier#000008590,6
Supplier#000008700,6
Supplier#000008981,6
Supplier#000009121,6
Supplier#000009221,6
Supplier#000000844,5
Supplier#000001566,5
Supplier#000003623,5
Supplier#000005090,5
Supplier#000005670,5
Supplier#000005964,5
Supplier#000006220,5
Supplier#000006247,5
Supplier#000006758,5
Supplier#000006832,5
Supplier#000006916,5
Supplier#000007384,5
Supplier#000009819,5
Supplier#000002786,4
Supplier#000003378,4
Supplier#000004708,4
Supplier#000008212,4
Supplier#000008369,4
Supplier#000003240,3
Supplier#000006288,3
Supplier#000006691,3
Supplier#000006782,3
Supplier#000006817,3
Supplier#000008612,3
Supplier#000002608,2
