l_orderkey,revenue,o_orderdate,o_shippriority
1083905,307589.5636,1995-02-13,0
4162176,307395.5804,1995-03-05,0
5216294,306989.7859,1995-02-25,0
1657254,306932.0782,1995-03-24,0
2807968,305795.6667,1995-03-22,0
161252,305336.2087,1995-02-24,0
5981126,305268.2045,1995-02-13,0
4088256,304475.2698,1995-03-02,0
4553157,304325.7375,1995-03-17,0
1670370,304305.7238,1995-02-26,0
5920897,303312.8947,1995-03-07,0
4534403,303050.3037,1995-03-10,0
3167589,302962.6437,1995-03-11,0
3820324,302557.7631,1995-03-21,0
253728,302465.367,1995-03-26,0
4791171,301143.0909,1995-02-23,0
2677030,301034.9145,1995-03-26,0
2644070,300917.1864,1995-03-07,0
4011108,300542.8392,1995-03-10,0
5415264,299977.012,1995-02-07,0
2334497,299551.5362,1995-03-12,0
1178370,299110.4194,1995-02-22,0
108514,298632.8743,1995-02-20,0
4017440,297902.2731,1995-03-25,0
2795266,297007.1691,1995-03-10,0
4131974,296440.8262,1995-03-15,0
5065349,296182.7441,1995-03-10,0
5306339,296044.7089,1995-03-22,0
244864,295990.0959,1995-03-26,0
410567,295786.7639,1995-03-03,0
453987,295501.0545,1995-03-22,0
325159,295401.2796,1995-03-03,0
2729412,295237.1,1995-03-10,0
4558625,294632.77,1995-02-07,0
2297095,294556.3359,1995-03-20,0
5783558,294273.321,1995-03-21,0
1702657,294222.1349,1995-03-13,0
4501506,293217.2561,1995-02-12,0
5124161,293093.3811,1995-03-08,0
4961696,292828.1844,1995-03-14,0
2319878,292341.3401,1995-03-08,0
679169,291947.8976,1995-02-25,0
3006912,291886.6402,1995-03-12,0
4858084,291719.1155,1995-02-28,0
453858,290960.1078,1995-03-10,0
2894213,290717.3914,1995-03-21,0
3763846,290542.7863,1995-03-16,0
1521731,290253.1085,1995-03-21,0
1653250,289943.0044,1995-03-03,0
3318656,289585.3793,1995-03-24,0
415495,289362.974,1995-03-22,0
1627267,289257.4212,1995-03-19,0
3667654,289230.5102,1995-03-23,0
4083937,288354.5006,1995-03-13,0
5862976,286914.6889,1995-03-17,0
133572,286569.4651,1995-03-25,0
515552,286302.2868,1995-02-17,0
3093504,285994.227,1995-01-02,0
5053767,285993.8996,1995-02-03,0
2151205,285663.2014,1995-03-05,0
1474720,285459.4776,1995-02-20,0
4372992,285165.2166,1995-03-06,0
2773540,285140.545,1995-02-27,0
3354021,284955.6542,1995-02-18,0
1788609,284953.5122,1995-02-12,0
3086242,284372.8996,1995-02-10,0
2330209,283487.8582,1995-03-06,0
5561092,282716.6084,1995-03-14,0
5751971,282600.914,1995-03-22,0
5718758,282107.6625,1995-02-22,0
1122724,281637.6092,1995-03-09,0
3443492,281578.1148,1995-03-23,0
1649860,281255.1178,1995-02-15,0
976483,281019.5894,1995-02-10,0
212102,280538.9253,1995-02-12,0
4134724,280235.8334,1995-03-26,0
1655014,279854.2226,1995-03-24,0
5891555,279375.4029,1995-03-25,0
3296897,279222.6723,1995-03-02,0
882849,279080.3148,1995-02-26,0
1946951,278910.6432,1995-03-19,0
3133091,278615.1674,1995-03-24,0
4965062,278580.7314,1995-01-29,0
2829089,278194.9027,1995-03-18,0
5087394,278071.0042,1995-03-25,0
2542789,277874.5791,1995-03-10,0
1184388,277869.8679,1995-02-01,0
843490,277813.4946,1995-03-08,0
466533,277794.5673,1995-03-24,0
3199746,277668.909,1995-02-21,0
2271684,277546.9584,1994-12-31,0
853541,277331.0886,1995-03-07,0
3400066,276850.0939,1995-03-06,0
223140,276794.7308,1995-03-14,0
1494145,276728.5152,1995-03-13,0
3634176,276619.8519,1995-02-26,0
5266848,276495.1148,1995-02-18,0
1192391,276234.3655,1995-03-25,0
3520130,276037.5036,1995-03-19,0
1142149,276032.1766,1995-03-09,0
4348196,276031.9532,1995-03-17,0
4007331,275899.83,1995-02-03,0
1032357,275833.8459,1995-03-01,0
2781220,275610.1639,1995-03-14,0
5367682,275370.6777,1995-02-25,0
1700997,274941.3965,1995-03-11,0
3870049,274689.7672,1995-02-05,0
926308,274536.0144,1995-03-24,0
5033895,274495.3935,1995-03-23,0
254085,274298.2226,1995-03-07,0
932196,274157.5005,1995-03-19,0
5071142,273883.5543,1995-03-24,0
517253,273658.2393,1995-01-22,0
3741121,273429.8132,1995-02-28,0
2099237,273298.197,1995-02-14,0
4226690,272997.6771,1995-03-25,0
5308775,271890.2932,1995-03-24,0
2141892,271748.8146,1995-02-05,0
332772,271489.5663,1995-01-16,0
3870215,271219.5158,1995-02-15,0
389378,271182.5201,1995-03-25,0
5327425,271068.1472,1995-02-01,0
2782530,271057.5558,1995-03-07,0
4102884,270954.8763,1995-02-16,0
5665283,270831.6516,1995-03-07,0
4460675,270355.0381,1995-03-18,0
1202435,270207.4815,1995-03-14,0
907264,270167.3573,1995-03-16,0
2192003,270100.335,1995-02-01,0
379682,270059.683,1995-03-11,0
4435813,270046.0808,1995-03-25,0
1844678,269964.6166,1995-03-04,0
1530240,269889.078,1995-03-23,0
2880226,269751.3448,1995-02-19,0
2088071,269583.3941,1995-02-09,0
5017889,269485.2228,1995-03-22,0
3528865,269210.1494,1995-03-17,0
1992708,269204.9673,1995-03-25,0
297697,268938.6074,1995-03-19,0
2993026,268704.915,1995-03-20,0
4152774,268686.1314,1995-03-17,0
4885633,268497.003,1995-03-01,0
5279172,268361.5918,1995-03-06,0
1303268,268239.0075,1995-03-23,0
825089,268168.7712,1995-02-01,0
4020579,268137.4203,1995-03-14,0
220960,268035.6622,1995-02-27,0
5492486,267644.9018,1995-03-04,0
2472386,267522.9307,1995-03-03,0
321126,267515.4369,1995-02-28,0
2596033,267342.2652,1995-03-06,0
2666595,267294.2704,1995-02-17,0
4919745,266944.5712,1995-03-19,0
2613286,266445.2048,1995-02-26,0
660068,266401.0623,1995-03-11,0
2192992,266237.312,1995-02-28,0
2194467,266144.3073,1995-03-13,0
550406,266138.9965,1995-03-19,0
4585959,266085.4222,1995-03-13,0
2223808,265861.7409,1995-02-22,0
5220228,265795.2972,1995-03-18,0
645120,265709.2042,1995-03-24,0
2734085,265703.8441,1995-02-13,0
3789638,265586.6826,1995-03-24,0
4244101,265454.1077,1995-02-01,0
5491202,265434.2109,1995-02-26,0
593765,265118.6992,1995-03-01,0
4293415,265032.9325,1995-03-24,0
3762247,264770.2371,1995-03-25,0
1807620,264728.6916,1995-03-11,0
2364864,264600.3612,1995-03-11,0
5298694,264288.3476,1995-03-17,0
2766183,264099.9862,1995-01-15,0
2387490,264019.6371,1995-03-07,0
2222631,263922.0075,1995-03-26,0
842822,263546.0262,1995-03-01,0
3216869,263516.5058,1995-01-26,0
4162982,263502.6363,1995-03-09,0
1441894,263387.5587,1995-03-25,0
2083522,263205.4688,1995-03-10,0
967620,263060.8934,1995-03-18,0
5708000,263048.4886,1995-03-17,0
335205,262887.9666,1995-03-20,0
246146,262828.1397,1995-02-03,0
5028708,262701.7782,1995-03-21,0
5250566,262625.1032,1995-02-17,0
748897,262488.0324,1995-03-14,0
3704930,261838.8493,1995-03-18,0
854272,261603.9176,1995-02-06,0
4714726,261473.3622,1995-03-20,0
3456960,261411.595,1995-03-14,0
1816866,261299.2922,1995-03-06,0
2336708,260818.956,1995-03-22,0
1180774,260712.1674,1995-03-12,0
982465,260576.6831,1995-02-18,0
85606,260341.0,1995-03-25,0
3093025,260318.0722,1995-03-19,0
4329634,260300.0064,1995-03-21,0
654528,260289.9937,1995-03-10,0
2216354,260216.9168,1995-02-28,0
2964320,260213.4136,1995-01-27,0
2868935,260123.362,1995-01-30,0
2712391,260091.2747,1995-03-24,0
3840800,260056.2347,1995-03-25,0
5410401,260042.4906,1995-03-16,0
4792418,260019.8277,1995-03-14,0
301315,259898.9792,1995-02-09,0
925760,259794.765,1995-03-04,0
1170657,259771.4018,1995-03-23,0
1869442,259645.43,1995-03-16,0
5676449,259572.1936,1995-02-17,0
2025443,259417.05,1995-03-22,0
1658949,259222.5432,1995-02-12,0
4736901,259103.2076,1995-03-22,0
5710500,258955.1742,1995-03-15,0
587456,258823.1354,1995-03-19,0
260453,258629.5885,1995-02-06,0
4696385,258588.8448,1995-03-16,0
3374944,258057.9931,1995-02-03,0
1212099,258046.7868,1995-03-06,0
5569188,258026.8877,1995-03-18,0
5680197,258008.9582,1995-02-28,0
2578820,257898.1599,1995-02-26,0
3837063,257778.0787,1995-03-19,0
2711748,257737.7565,1995-02-20,0
4424513,257654.2898,1995-02-16,0
680322,257221.1006,1995-02-09,0
5120067,256954.2241,1995-03-26,0
1245345,256670.8881,1995-03-10,0
5593190,256509.8213,1995-02-23,0
143905,256254.4778,1995-02-21,0
2142596,256238.4259,1995-03-23,0
21956,256158.026,1995-02-02,0
2082336,256045.7387,1995-03-18,0
962118,256028.3385,1995-03-22,0
333446,255918.3698,1995-03-26,0
5558723,255827.5516,1995-03-07,0
4743906,255618.5008,1995-02-03,0
3819398,255554.931,1995-02-22,0
3536551,255551.9766,1995-03-06,0
1361859,255475.5556,1995-02-05,0
5496451,255286.0409,1995-03-24,0
5973443,255098.6678,1995-03-21,0
4135138,255022.1849,1995-03-04,0
750118,254864.1153,1995-03-16,0
3210756,254838.2829,1995-03-18,0
2006400,254749.914,1995-03-25,0
3268546,254607.8964,1995-02-04,0
4229479,254298.4924,1995-02-23,0
4912737,254277.2427,1995-03-16,0
843173,254240.3214,1995-03-15,0
1178180,254119.8628,1995-02-13,0
477284,253998.4705,1995-02-08,0
4670500,253804.8044,1995-03-24,0
251329,253799.0113,1995-03-17,0
5898595,253705.8858,1995-03-16,0
4971169,253563.8051,1995-03-23,0
756643,253479.312,1995-03-26,0
3718049,253297.0706,1995-03-23,0
3978309,252833.1976,1995-03-13,0
605187,252634.859,1995-03-18,0
5548167,252457.6296,1995-03-16,0
4232515,252445.1734,1995-01-21,0
886371,252424.1652,1995-03-22,0
3659713,252397.7838,1995-02-09,0
4959392,252281.0692,1995-03-15,0
4373924,252088.2965,1995-03-23,0
4571942,252022.0626,1995-03-15,0
1150049,251962.2122,1995-02-19,0
1171872,251614.3073,1995-02-15,0
4790048,251442.7964,1995-03-06,0
2538501,251341.0323,1995-02-20,0
5710850,251330.1165,1995-02-17,0
5131430,250759.9354,1995-03-23,0
5898085,250524.0428,1995-03-02,0
4351777,250360.2561,1995-03-02,0
2506694,250231.4044,1995-03-18,0
290342,250188.6715,1995-03-19,0
258787,250143.6044,1995-02-26,0
663590,250118.0667,1995-03-23,0
5810978,250116.4696,1995-02-17,0
2971110,250070.6723,1995-03-01,0
2830307,249897.3092,1995-03-20,0
5433249,249782.2566,1995-03-20,0
4184065,249739.2882,1995-03-09,0
1385158,249290.5194,1995-03-12,0
2780386,249259.83,1995-03-26,0
3917027,249247.7079,1995-01-21,0
4412161,249171.5903,1995-03-14,0
2598721,249115.0996,1995-03-08,0
4137376,249009.7419,1995-02-15,0
3344422,248990.9425,1995-03-12,0
4355943,248944.5341,1995-03-25,0
4591745,248927.746,1995-03-20,0
3552486,248791.5262,1995-03-19,0
1858759,248715.8807,1995-03-03,0
118913,248550.4776,1995-03-24,0
2321537,248474.7873,1995-03-23,0
2100000,248333.0388,1995-03-26,0
4225474,248310.7954,1995-02-26,0
1859138,247934.7707,1995-03-09,0
1560102,247847.3124,1995-03-23,0
1884545,247776.7681,1995-02-22,0
2354244,247725.2286,1995-03-14,0
4328768,247676.3106,1995-03-12,0
4702850,247603.6507,1995-03-16,0
864805,247424.5862,1995-03-23,0
4236000,247420.6238,1995-03-23,0
312035,247209.8679,1995-01-24,0
1141762,247133.4486,1995-03-04,0
2300419,247022.805,1995-03-26,0
1027462,246878.2267,1995-02-25,0
5073891,246672.8326,1995-03-16,0
3542947,246609.5656,1995-02-15,0
582786,246374.9242,1995-01-28,0
5220772,246356.3907,1995-03-15,0
5063846,246335.5266,1995-03-15,0
2928257,246238.7497,1995-03-18,0
3022853,245874.6691,1995-03-25,0
3756775,245367.8576,1995-02-15,0
3807554,245140.8887,1995-03-09,0
3160196,245114.772,1995-02-13,0
5643168,245045.7251,1995-02-18,0
2323651,244925.6449,1995-03-21,0
3525952,244832.5434,1995-03-15,0
5653926,244612.568,1995-02-08,0
1848998,244554.1902,1995-03-22,0
3650149,244549.6554,1995-03-14,0
1408903,244522.4679,1995-03-20,0
1691648,244504.8015,1995-03-23,0
4462176,244244.9112,1995-03-01,0
883555,244043.2518,1995-03-02,0
909124,243970.9332,1995-03-23,0
4516898,243906.7244,1995-03-26,0
5161317,243691.1842,1995-03-23,0
1816391,243310.8168,1995-02-21,0
3018694,243169.2034,1995-01-26,0
1285796,242923.341,1995-03-23,0
2697668,242833.6242,1995-02-23,0
238048,242747.5068,1995-03-05,0
2847045,242727.5955,1995-03-22,0
4089093,242680.0526,1995-03-15,0
2506018,242667.023,1995-03-13,0
5815328,242614.8074,1995-02-01,0
939111,242479.3771,1995-03-15,0
3122113,242456.4499,1995-03-11,0
2810660,242418.8119,1995-03-18,0
4071971,242400.4698,1995-03-03,0
5335303,242375.6501,1995-02-28,0
5283361,242352.4451,1995-03-15,0
3794532,242243.3634,1995-03-09,0
5282562,242187.7738,1995-03-15,0
1275271,242185.2989,1995-03-11,0
422628,242166.3525,1995-03-21,0
2896642,242094.7858,1995-03-19,0
754087,241964.1991,1995-03-18,0
1927269,241809.5923,1995-03-12,0
4321632,241743.58,1995-02-22,0
4356772,241660.4377,1995-03-25,0
5958786,241648.8778,1995-02-23,0
1003680,241364.0526,1995-03-14,0
2755171,241212.9874,1995-03-09,0
3307334,241058.877,1995-03-05,0
3081861,241012.261,1995-03-21,0
4491712,241011.6898,1995-02-01,0
4899269,240957.8908,1995-03-16,0
4667075,240947.0495,1995-03-25,0
1946341,240827.024,1995-02-16,0
5394275,240811.5166,1995-02-21,0
5228034,240594.0898,1995-03-06,0
218663,240581.628,1995-01-22,0
3200162,240563.6713,1995-03-21,0
2685443,240407.1889,1995-03-14,0
3194914,240396.6004,1995-01-30,0
1973767,240335.3476,1995-03-15,0
492448,240302.9542,1995-02-21,0
2257570,240172.8978,1995-02-06,0
4461185,240071.8607,1995-03-24,0
1315299,239940.4738,1995-03-09,0
5325223,239843.4217,1995-02-25,0
2856450,239701.58,1995-01-06,0
4616388,239700.7216,1995-03-11,0
2359718,239558.9847,1995-03-25,0
2951139,239478.4493,1995-02-10,0
3546855,239409.8595,1995-02-22,0
1714976,239399.9439,1995-02-14,0
3586371,239277.6348,1995-02-27,0
2373409,239236.2072,1995-02-28,0
3928103,239113.2232,1995-03-09,0
1561699,239042.1648,1995-03-23,0
5840869,239022.8979,1995-03-18,0
2326464,239013.8926,1995-01-28,0
1135718,238761.7194,1995-03-01,0
2891200,238705.7704,1995-03-05,0
701799,238606.1664,1995-02-28,0
3786914,238371.0562,1995-01-14,0
3131521,238213.202,1995-01-12,0
2574822,238020.4398,1995-03-01,0
5278754,237978.737,1995-03-22,0
2976838,237872.2009,1995-02-20,0
1550727,237871.5372,1995-03-16,0
2536642,237867.8644,1995-03-02,0
766052,237616.686,1995-02-08,0
1115462,237564.4162,1995-02-11,0
2610083,237441.0615,1995-03-22,0
1861185,237418.4451,1995-03-09,0
4025348,237376.5145,1995-02-15,0
2334213,237369.3556,1995-02-22,0
3112832,237112.9489,1995-03-07,0
3148068,236893.0422,1995-03-03,0
5004068,236736.5112,1995-02-24,0
594439,236596.3363,1995-03-12,0
268288,236593.7051,1995-02-28,0
887335,236479.3022,1995-03-26,0
2673954,236346.0668,1995-03-05,0
2430695,236266.1992,1995-03-26,0
3348679,235909.5298,1995-03-20,0
4951843,235884.2261,1995-02-06,0
333858,235867.1764,1995-02-15,0
451523,235745.511,1995-03-18,0
2513991,235739.427,1995-03-09,0
488388,235632.6064,1995-03-25,0
2430694,235559.1391,1995-02-26,0
3822690,235545.8226,1995-03-23,0
3509920,235319.0831,1995-02-28,0
3284386,235255.3404,1995-01-13,0
1071559,235155.7186,1995-03-22,0
5937058,235106.0578,1995-03-04,0
2754470,234961.5596,1995-02-18,0
3466786,234911.551,1995-02-17,0
2052897,234872.0178,1995-02-10,0
2085952,234728.8699,1995-02-11,0
96096,234566.3917,1995-03-06,0
1406690,234518.7665,1995-03-21,0
4429733,234495.9428,1995-03-24,0
2029285,234376.6081,1995-03-24,0
1669440,234364.5902,1995-03-22,0
5818887,234119.5191,1995-03-07,0
1461862,234098.6729,1995-03-24,0
2218178,234064.7185,1995-02-27,0
2215620,234035.0702,1995-01-30,0
3842368,233779.4843,1995-03-24,0
1939493,233732.2536,1995-03-25,0
379366,233699.0851,1995-02-28,0
2731875,233678.0423,1995-03-14,0
3359265,233660.4331,1995-03-12,0
461863,233650.5,1995-03-12,0
4645729,233592.1257,1995-03-17,0
476709,233202.1444,1995-02-04,0
3024738,233190.6131,1995-03-14,0
3572864,233188.9655,1995-02-17,0
4912357,233188.0498,1995-02-25,0
5824423,233160.0059,1995-02-25,0
3154372,233139.789,1995-03-18,0
2672130,233021.3895,1995-02-16,0
3516229,232930.2818,1995-03-17,0
1505511,232717.9364,1995-03-10,0
3491040,232606.3644,1995-02-13,0
2567329,232458.997,1995-03-14,0
1858754,232289.07,1995-03-17,0
5523367,232226.1638,1995-03-20,0
3944547,232170.8422,1995-03-22,0
3852515,232037.1222,1995-02-02,0
3432545,231953.8911,1995-03-02,0
2152610,231933.8586,1995-02-26,0
144134,231773.8483,1995-03-20,0
5127904,231659.3871,1995-03-01,0
5412866,231637.9124,1995-03-10,0
2240769,231550.8608,1995-02-20,0
567495,231506.6369,1995-03-09,0
2614789,231484.4206,1995-01-31,0
2719621,231373.5377,1995-03-18,0
2626630,231217.9835,1995-03-07,0
1801665,231174.1967,1995-02-03,0
3280866,231092.2321,1995-01-25,0
1756192,230926.9989,1995-03-25,0
1377312,230750.769,1995-02-16,0
984999,230655.7183,1995-03-11,0
4241476,230601.5846,1995-03-22,0
329190,230534.4234,1995-03-19,0
5726630,230447.6968,1995-03-17,0
2157030,230414.307,1995-01-23,0
2745764,230326.4668,1994-12-21,0
5212483,230318.6222,1995-02-21,0
3770081,230245.1332,1995-02-21,0
3004800,230109.4326,1995-02-10,0
2690435,230058.4368,1995-02-10,0
2135648,229996.7106,1995-03-02,0
5512070,229866.3937,1995-02-21,0
5020322,229672.7502,1994-12-24,0
2894183,229616.5854,1994-12-24,0
2678819,229566.4922,1995-03-19,0
2835207,229505.8104,1995-03-16,0
333093,229486.2606,1995-03-12,0
161538,229362.5478,1995-03-13,0
384450,229341.6506,1995-01-04,0
3062437,229324.8618,1995-03-17,0
4841280,229287.2272,1995-03-07,0
142950,229088.68,1995-03-09,0
4869286,229078.7021,1995-03-06,0
3917862,229017.4736,1995-03-25,0
3029509,228989.2824,1995-01-17,0
4080257,228905.4372,1995-03-06,0
365188,228889.466,1995-03-02,0
4067427,228885.9972,1995-02-10,0
5504550,228783.443,1995-01-15,0
2133058,228738.5374,1995-03-12,0
781506,228654.6302,1995-01-17,0
5041318,228494.484,1995-03-01,0
1439975,228400.8209,1995-03-09,0
1271364,228358.477,1995-03-24,0
3411301,228260.9324,1995-03-24,0
947237,228245.157,1995-03-18,0
1404769,228197.693,1995-03-25,0
2815203,228083.7387,1995-02-06,0
4029507,228063.7098,1995-01-01,0
3408163,228032.6689,1995-03-21,0
1936131,227897.6507,1995-03-25,0
3514596,227890.303,1995-03-23,0
3808133,227877.919,1995-02-22,0
1656930,227634.0548,1995-03-12,0
1956448,227508.4754,1995-03-19,0
1728864,227428.4204,1995-01-28,0
2554563,227380.6787,1995-03-17,0
3726979,227246.6872,1995-03-08,0
3953222,227210.9606,1995-02-19,0
1337637,227090.7299,1995-03-02,0
604128,227006.341,1995-02-10,0
4170021,226843.9636,1995-03-24,0
5518240,226778.374,1995-02-26,0
1183712,226649.0754,1995-02-16,0
3820577,226604.612,1995-02-06,0
4838048,226575.942,1994-12-21,0
4537024,226543.7932,1995-02-27,0
5961795,226526.4142,1995-03-05,0
3270215,226445.7424,1995-02-25,0
1375584,226435.0038,1995-02-01,0
3911684,226383.9092,1995-03-25,0
759108,226352.2108,1995-02-21,0
3006881,226258.3693,1995-03-02,0
3434662,226145.0457,1995-02-27,0
5848487,226088.7931,1995-03-16,0
1117797,225949.404,1995-03-11,0
3296032,225938.8483,1995-03-22,0
1578279,225595.5013,1995-03-10,0
4302278,225559.2415,1995-03-24,0
5544132,225547.7792,1995-02-13,0
2941893,225436.4739,1995-01-31,0
5349669,225431.1987,1995-03-13,0
4793636,225411.7724,1995-01-29,0
3810050,225350.1696,1995-01-08,0
3268800,225344.672,1995-03-15,0
5727009,225328.1143,1995-01-27,0
1874887,225231.394,1995-02-01,0
2180482,225230.2822,1995-02-06,0
3678950,225194.16,1995-03-25,0
5402563,225127.4176,1995-03-17,0
2784772,225040.4508,1995-03-08,0
2548068,224943.4516,1995-03-08,0
4101030,224807.4032,1995-01-24,0
3476870,224666.8366,1995-01-24,0
4208130,224429.3312,1995-02-11,0
618757,224391.6762,1995-02-26,0
5520674,224303.6741,1995-02-25,0
4496545,224302.8349,1995-03-24,0
1633797,224121.102,1995-02-01,0
2011872,224003.0487,1995-03-17,0
1740804,223989.9414,1995-01-16,0
3677666,223916.087,1995-03-06,0
1802560,223833.5546,1995-02-10,0
5956769,223796.5158,1995-02-22,0
5052451,223699.3334,1995-03-12,0
3955814,223285.7258,1995-03-21,0
1970725,223260.1452,1995-02-11,0
2294016,223197.2077,1995-03-20,0
161957,223096.3542,1995-03-06,0
5950720,223036.3773,1995-02-18,0
3653447,223012.7263,1995-03-04,0
789701,222978.7817,1995-03-25,0
1040163,222969.6538,1995-03-09,0
1911717,222891.6724,1995-02-26,0
5872004,222854.0174,1995-03-18,0
3660994,222834.703,1995-02-07,0
2386918,222608.3796,1995-02-04,0
2785442,222554.1253,1995-03-25,0
683558,222476.9849,1995-02-06,0
4717829,222423.62,1995-02-24,0
3935170,222173.6589,1995-03-03,0
1480134,222164.5792,1995-03-22,0
2488096,222104.1245,1995-02-09,0
534631,222012.7024,1995-03-14,0
1482177,221983.1624,1995-03-05,0
1086116,221982.7242,1995-02-26,0
2364674,221974.9809,1995-01-02,0
4586531,221962.4999,1995-02-02,0
3949796,221941.7944,1995-03-17,0
95590,221859.29,1995-03-01,0
343811,221795.5956,1995-03-18,0
387717,221772.9738,1995-02-14,0
5599075,221716.2066,1995-03-24,0
252965,221632.5591,1995-02-20,0
4234053,221290.847,1995-03-19,0
4718561,221230.4861,1995-03-20,0
3110628,221196.1694,1995-02-14,0
1613699,220923.1009,1995-03-15,0
2004932,220859.0683,1995-03-20,0
682403,220656.0365,1995-02-12,0
4265408,220410.7412,1995-03-20,0
5214723,220376.8512,1995-03-05,0
1919264,220252.8981,1995-02-11,0
2181959,220182.4884,1995-02-04,0
4923623,220113.197,1995-02-20,0
5855043,220068.1208,1995-02-23,0
421349,220057.1579,1995-03-13,0
1940292,220034.2582,1995-03-04,0
2717986,219928.2138,1995-03-23,0
306725,219887.4569,1995-02-17,0
3103362,219845.0153,1995-03-12,0
4180486,219842.3486,1995-01-23,0
2293249,219614.4142,1995-03-20,0
5329639,219435.0825,1995-03-11,0
1974403,219360.309,1995-03-24,0
342534,219349.5868,1995-02-23,0
1270432,219338.7604,1995-03-01,0
1378210,219338.4986,1995-03-21,0
4750018,219235.2604,1995-02-28,0
5011015,219132.1896,1995-01-09,0
2345158,218937.5106,1995-03-06,0
2903974,218719.1665,1995-03-25,0
3576354,218591.6413,1995-02-17,0
3750209,218572.0465,1995-02-12,0
3062020,218554.761,1995-03-13,0
206785,218484.0277,1995-03-15,0
2365953,218325.5498,1995-02-15,0
5313412,218149.1288,1995-01-16,0
5177792,218134.4572,1995-02-14,0
3339365,217990.1645,1995-03-05,0
4281313,217977.4497,1995-02-12,0
5420578,217925.5828,1995-02-13,0
998180,217847.7863,1995-02-10,0
2704801,217744.7697,1995-03-04,0
506944,217570.0613,1995-02-24,0
735875,217565.697,1995-02-10,0
2077504,217487.054,1995-03-05,0
1781344,217457.4286,1995-02-26,0
2976898,217439.4317,1995-03-03,0
4737346,217435.8685,1995-03-05,0
2495491,217346.7655,1995-01-06,0
933669,217226.3966,1995-03-02,0
4299045,217224.977,1995-02-07,0
686180,217185.4764,1995-03-04,0
642692,217092.2256,1995-01-06,0
4475520,217044.0035,1995-03-10,0
2762656,216945.2259,1995-03-17,0
746662,216927.053,1995-02-27,0
2326375,216886.636,1995-03-26,0
