l_orderkey,revenue,o_orderdate,o_shippriority
4280001,295193.276,1995-03-06,0
5144481,295185.1206,1995-03-03,0
749472,295047.732,1995-02-21,0
625062,294820.1777,1995-03-03,0
4324804,294803.231,1995-02-23,0
4003234,294800.4494,1995-03-03,0
738822,294539.3798,1995-02-04,0
353922,294533.8315,1995-03-02,0
4164994,294164.3956,1995-03-01,0
4187264,293884.134,1995-01-27,0
2743844,293431.5915,1995-03-04,0
4502215,293217.8386,1995-01-09,0
2282054,292793.0269,1995-02-17,0
80549,292532.0246,1995-01-23,0
3866279,292304.9562,1995-02-15,0
5991526,291706.5936,1995-02-24,0
771396,291656.6906,1995-01-30,0
1478115,291611.7639,1995-02-05,0
654400,291494.3238,1995-02-28,0
783522,291359.4006,1995-02-28,0
118151,291338.3806,1995-02-23,0
132774,291101.5012,1995-02-27,0
2184677,290907.7799,1995-03-06,0
597699,290377.6859,1995-02-01,0
3862048,290263.4431,1995-02-28,0
834758,290157.9872,1995-02-15,0
2327364,290061.2217,1994-12-27,0
3686211,289846.0523,1995-03-02,0
980484,289655.2016,1995-01-16,0
429506,289544.8172,1995-02-02,0
5067684,288962.5884,1995-02-25,0
2488482,288918.5059,1995-01-26,0
4577507,288512.6127,1995-03-03,0
1452932,288509.0294,1995-02-15,0
2416262,288239.8407,1995-02-12,0
4929858,287901.2938,1995-03-02,0
5105793,287589.6821,1995-03-05,0
5775234,287435.1773,1995-03-07,0
3646080,287170.3036,1995-03-04,0
5373445,287007.3101,1995-01-29,0
3731557,286645.7289,1995-02-28,0
1405573,286527.0594,1995-02-09,0
2505123,286450.5901,1995-01-20,0
1422343,286227.6715,1995-02-03,0
5782213,286179.3307,1995-02-24,0
1173478,286107.2256,1995-02-21,0
2074628,285940.1312,1995-03-07,0
992583,285724.2142,1995-02-09,0
756322,285139.2046,1995-02-24,0
3631367,285017.023,1995-02-19,0
1899748,284810.295,1995-02-26,0
1722050,284465.5064,1995-02-03,0
344807,283631.3526,1995-02-22,0
51461,283516.661,1995-02-11,0
3298275,283432.2269,1995-01-19,0
4126693,283383.71,1995-02-24,0
3732263,282703.9621,1995-03-03,0
2008067,282665.1588,1995-01-29,0
1077281,282530.3668,1995-02-20,0
1966019,282490.8082,1995-02-27,0
1919970,282367.0435,1995-03-01,0
287552,282272.8169,1995-02-28,0
4515846,282216.9303,1995-02-18,0
2758273,282180.8075,1995-02-26,0
265796,282148.4351,1995-02-24,0
5905286,282029.9802,1995-02-23,0
2186723,281857.09,1995-02-27,0
1295138,281469.3775,1995-03-07,0
3283687,281049.9514,1995-02-19,0
800578,281038.5126,1995-02-27,0
1668388,280820.828,1995-01-09,0
2873955,280471.4674,1995-02-18,0
4816839,280439.5289,1995-01-29,0
3736864,279724.9856,1995-02-21,0
3421764,279555.5478,1995-01-14,0
5910081,279185.2462,1995-02-26,0
5644551,279105.0964,1995-02-25,0
1562400,279088.1146,1995-02-25,0
4290055,278634.2708,1995-02-13,0
2542215,278628.2628,1995-02-26,0
3561092,278593.2896,1995-01-05,0
50145,278324.8728,1995-02-27,0
3162918,278313.0088,1995-03-07,0
1215175,278140.1139,1995-03-07,0
5658148,277926.943,1995-02-27,0
539623,277297.9982,1995-02-20,0
5386596,276910.0506,1995-03-06,0
5252897,276826.9731,1995-02-24,0
2644067,276640.676,1995-03-04,0
4042950,276388.5434,1995-03-03,0
5144069,276189.5796,1994-12-18,0
3205667,275621.0444,1995-02-22,0
1927808,275552.6598,1995-02-24,0
4118080,275534.0632,1995-02-06,0
94432,275486.588,1995-01-19,0
3549474,275414.0738,1994-12-24,0
1871008,275079.2374,1995-01-22,0
1157382,274637.9062,1995-03-02,0
5783809,274512.0775,1995-02-01,0
4330535,274404.193,1995-02-24,0
1074752,274248.5844,1995-02-02,0
3587623,274225.1274,1995-02-20,0
1609059,274212.4348,1995-02-21,0
553731,274195.7674,1995-02-15,0
2709571,273687.3832,1994-12-10,0
1786272,273640.1921,1995-02-08,0
4142853,273617.7215,1995-02-16,0
2295777,273584.9129,1995-01-16,0
3612322,273575.2693,1994-12-27,0
4421860,273565.758,1995-02-27,0
47525,273370.8953,1995-03-04,0
3415232,273067.5186,1995-03-02,0
2129029,272831.7768,1995-02-11,0
4841733,272455.8524,1995-01-29,0
5807460,272259.212,1994-12-22,0
213314,272195.9848,1995-02-05,0
4875459,272132.2218,1995-02-15,0
5267780,272022.0461,1994-12-19,0
1334496,271914.2252,1995-02-24,0
1801157,271750.9802,1995-02-04,0
5419715,271744.1996,1995-03-07,0
5827649,271737.62,1995-01-21,0
148161,270650.3428,1995-02-01,0
5738343,270598.7876,1995-01-19,0
5881890,270532.7378,1995-02-15,0
97830,270217.0762,1995-03-04,0
431106,270154.6946,1995-02-23,0
108421,270064.0758,1995-01-30,0
5780518,269500.862,1995-01-03,0
1484098,269048.6765,1995-01-28,0
1883879,268978.0741,1994-12-30,0
5122532,268923.6256,1995-02-24,0
2135110,268888.0345,1995-03-07,0
930151,268811.3118,1995-01-10,0
1523940,268804.0045,1995-02-24,0
5460581,268257.5308,1995-02-16,0
1637,268170.6408,1995-02-08,0
5290240,267961.8466,1995-02-22,0
1408578,267751.6084,1995-02-07,0
988226,267681.0166,1995-02-01,0
2958049,267579.7318,1995-02-20,0
3054020,267530.5812,1995-01-13,0
2142787,267473.6808,1995-02-26,0
3112354,267431.0322,1995-03-04,0
662340,267322.8948,1995-02-26,0
1174050,267275.462,1995-01-31,0
800033,267217.3479,1995-01-31,0
4575140,266925.6314,1994-12-26,0
4107236,266782.1302,1995-02-24,0
4208644,266743.4112,1995-02-05,0
4687013,266582.3436,1995-01-15,0
2136006,266576.9473,1995-02-14,0
4681473,266445.7853,1995-03-06,0
2507781,266403.3942,1995-02-11,0
3690496,266098.6714,1995-01-28,0
2806278,266051.0237,1995-02-26,0
1635653,265897.4332,1995-02-14,0
2764930,265718.8421,1995-03-01,0
1826663,265685.2483,1995-01-26,0
5556450,265432.2986,1995-02-27,0
5031137,265198.4783,1995-02-08,0
3640386,265189.4243,1995-02-05,0
1162563,265107.1388,1995-02-15,0
1962020,265024.4058,1995-02-06,0
4606240,265010.3468,1995-02-03,0
1531394,264814.251,1995-02-19,0
5126881,264599.6516,1995-01-20,0
4766118,264360.9612,1995-02-10,0
5324162,264314.9151,1995-02-10,0
220834,264297.6811,1995-02-27,0
1153410,263982.0757,1995-02-02,0
3124167,263752.7821,1995-03-06,0
1406118,263566.3028,1995-02-17,0
3695556,263472.0715,1995-02-06,0
2017793,263232.202,1995-02-01,0
1402247,263153.9982,1995-03-03,0
5935588,263023.7652,1995-01-30,0
3282660,262892.0086,1995-02-28,0
4956800,262865.7162,1995-02-10,0
1057863,262783.6887,1995-02-08,0
2440324,262358.6826,1995-03-02,0
4905699,262243.3878,1995-02-26,0
4231170,262172.8387,1995-02-22,0
3889248,262056.9238,1995-02-28,0
4892455,261883.0422,1995-01-13,0
874947,261861.6352,1995-02-11,0
3823045,261624.0573,1995-03-05,0
1677286,261601.0641,1995-02-21,0
283364,261547.5207,1995-02-23,0
1612929,261463.8575,1995-01-22,0
299014,261195.4376,1995-03-04,0
93671,261152.2102,1995-03-03,0
3379364,261138.2945,1995-01-20,0
5216199,261062.7576,1995-02-24,0
1865089,261042.2898,1995-02-27,0
3528001,261027.0798,1995-02-24,0
1197607,261019.0009,1995-03-04,0
5543170,260830.6186,1995-03-07,0
2917795,260768.5109,1995-02-28,0
775847,260746.0478,1995-01-25,0
4420802,260648.9333,1995-02-05,0
5088130,260518.7394,1995-03-04,0
1341153,260411.0203,1995-01-14,0
1878628,260272.3213,1995-03-05,0
3846144,260164.1584,1995-03-05,0
2097025,260092.7543,1995-02-28,0
3888896,259976.347,1995-01-12,0
3676707,259872.9641,1995-02-05,0
4541217,259375.0148,1995-02-16,0
4684353,258994.5875,1995-02-27,0
4925223,258321.359,1995-02-22,0
1752642,258287.1672,1995-02-20,0
5824675,258238.3598,1995-02-13,0
1214981,258229.9143,1994-12-31,0
859237,258145.3451,1995-02-13,0
1245318,258137.6383,1995-02-12,0
2688102,258102.1852,1995-02-08,0
5667684,257952.6268,1995-01-31,0
269376,257771.1333,1995-02-25,0
5156999,257694.7586,1995-03-01,0
1777986,257648.8916,1995-02-23,0
5314147,257558.2622,1995-02-25,0
4703399,257339.9467,1995-02-15,0
4590759,257301.6749,1995-01-22,0
187427,257236.523,1995-03-05,0
1919462,256982.2911,1995-02-19,0
1314567,256858.2795,1995-02-09,0
587808,256816.7252,1995-02-10,0
1728355,256540.2365,1995-01-20,0
2918466,256154.9399,1995-01-31,0
1288418,255966.1181,1995-02-11,0
3370759,255912.727,1995-02-26,0
442627,255896.4629,1995-03-06,0
5116004,255753.5574,1995-01-07,0
3292263,255713.7529,1995-02-25,0
4601283,255454.32,1995-01-24,0
2258208,255412.0494,1995-01-28,0
3029702,255391.323,1995-02-18,0
295360,255278.253,1995-02-25,0
446147,255268.7873,1995-03-04,0
4115200,255254.8263,1995-02-28,0
1601410,254977.2877,1995-02-26,0
351329,254964.2175,1995-02-25,0
878785,254424.8888,1995-02-01,0
5594181,254402.2756,1995-02-16,0
2083271,254264.965,1995-02-26,0
4990337,254093.7234,1995-01-23,0
1111526,254057.4048,1995-01-31,0
4369505,253869.7054,1995-02-14,0
2008707,253833.6016,1995-01-28,0
1444418,253758.9625,1995-02-10,0
5874595,253719.3126,1995-03-07,0
3708739,253398.1664,1995-02-24,0
3915751,253357.9546,1995-02-22,0
155078,253319.6024,1995-02-07,0
3585766,253220.2865,1995-01-25,0
4899014,252806.2725,1995-02-24,0
3422240,252805.0009,1995-02-28,0
1604100,252625.6236,1995-03-02,0
2010021,252521.3808,1995-02-17,0
4707363,252477.372,1995-01-19,0
3629634,252398.926,1995-03-04,0
5683846,252358.342,1995-02-14,0
325444,252320.2908,1995-02-24,0
9696,252014.5497,1995-02-20,0
987175,251821.0311,1995-02-14,0
5692483,251774.3464,1995-01-24,0
842820,251673.591,1995-01-21,0
5812608,251652.7105,1995-02-20,0
4444610,251581.133,1995-02-01,0
4842144,251515.936,1995-02-24,0
2775716,251322.6544,1995-01-30,0
5342786,251022.952,1995-02-16,0
1294563,250957.3846,1995-02-06,0
460453,250822.2788,1995-01-08,0
1447879,250755.7153,1995-01-30,0
2613473,250748.9574,1995-02-17,0
3342848,250650.2467,1995-02-20,0
3214051,250551.2565,1995-02-22,0
5101958,250476.3697,1995-02-20,0
5302979,250393.6944,1995-01-23,0
2604101,250314.5096,1995-02-06,0
1602758,250300.5001,1995-02-10,0
1546020,250168.8684,1995-02-20,0
1244226,250075.8595,1995-02-11,0
5781634,250016.3036,1995-01-14,0
4127300,249970.0402,1995-01-31,0
4991972,249796.8286,1995-01-18,0
4893383,249637.9027,1995-02-06,0
1534048,249529.0339,1994-12-16,0
3429858,249503.7948,1995-01-11,0
2026912,249465.49,1995-01-03,0
3956899,249461.5322,1995-02-18,0
5714401,249302.5041,1995-02-18,0
2409381,249271.6847,1995-01-18,0
5812005,249232.271,1995-01-22,0
1386055,249231.7819,1995-02-23,0
4392739,249078.3331,1995-02-17,0
5203489,248992.4219,1995-02-18,0
2460676,248986.0194,1995-02-24,0
2146817,248908.0581,1995-01-18,0
66981,248716.7842,1995-02-05,0
2049219,248553.964,1995-02-08,0
680549,248415.6303,1994-12-25,0
4420645,248397.2816,1995-02-25,0
645606,248389.1568,1995-02-18,0
652226,248313.2248,1995-01-26,0
4912068,248290.1892,1995-02-02,0
4663104,248227.2308,1995-01-07,0
2770759,248217.0098,1995-03-02,0
5762209,248213.2096,1995-02-22,0
4860327,247840.0646,1995-02-22,0
1169669,247806.1627,1995-01-29,0
5130945,247794.4262,1995-01-21,0
3944455,247602.3046,1995-02-10,0
4487652,247516.7076,1995-02-22,0
5691014,247507.0732,1995-02-27,0
1202374,247200.2901,1995-01-29,0
5225061,246964.2354,1995-01-31,0
1676260,246886.9053,1995-02-27,0
2298144,246682.5995,1995-02-20,0
4203942,246477.8004,1995-02-03,0
1216293,246214.009,1995-02-04,0
3900420,245811.382,1995-03-02,0
2168225,245769.0531,1995-02-02,0
3646304,245695.3894,1995-01-17,0
1396482,245640.28,1995-01-04,0
3699175,245376.5953,1995-02-23,0
2746245,245231.1189,1995-02-22,0
2102211,245096.8122,1995-02-15,0
2548161,245077.1646,1995-03-03,0
3587046,245067.2603,1995-01-14,0
4221889,244868.7804,1995-02-21,0
2289696,244855.9842,1995-02-16,0
2143879,244725.1997,1995-03-07,0
2675876,244553.7059,1995-02-19,0
3934694,244460.8721,1995-01-31,0
1824388,244388.2213,1995-02-08,0
4748868,244199.1791,1995-02-05,0
5323205,244120.9398,1995-02-01,0
4487427,244034.3465,1995-03-04,0
5541572,243850.249,1995-01-31,0
5730566,243816.0484,1995-03-03,0
2927041,243720.2819,1995-01-31,0
4890279,243482.9773,1995-02-27,0
5682369,243464.4906,1995-03-07,0
4272934,243267.3792,1995-03-02,0
4226051,243191.0496,1995-02-18,0
5293863,243133.1157,1995-03-01,0
1727905,243079.2156,1995-02-24,0
2604455,242976.7941,1995-01-19,0
4787172,242932.3557,1995-02-28,0
5157221,242891.6136,1995-03-02,0
5920167,242861.8328,1995-02-14,0
4123009,242758.6856,1995-02-01,0
3383749,242638.9622,1995-01-06,0
5982598,242618.1415,1995-02-07,0
1593251,242409.6248,1995-02-14,0
1139429,242392.1572,1995-01-27,0
1324739,242353.1798,1995-02-16,0
2300645,242181.1027,1995-03-07,0
3413251,241989.735,1995-02-09,0
5365383,241650.4038,1995-03-02,0
5547458,241630.558,1995-02-06,0
1710564,241581.5443,1995-02-16,0
2124163,241438.057,1995-02-19,0
4719238,241270.7498,1995-02-07,0
4646720,241243.1828,1995-03-05,0
1272162,241157.3635,1995-02-21,0
266598,241139.5026,1995-01-05,0
3008577,241090.7373,1995-02-24,0
1087077,241062.8382,1995-02-18,0
3679814,240897.5688,1995-01-12,0
4184384,240895.0647,1995-02-04,0
1039812,240758.9133,1995-02-13,0
4383171,240754.225,1995-02-20,0
2158215,240726.8166,1995-03-05,0
1168832,240688.2551,1995-03-05,0
1655588,240666.3165,1995-02-24,0
1229569,240653.5922,1995-01-09,0
5663877,240588.502,1995-02-04,0
3309538,240189.6213,1995-02-01,0
4701924,240189.0679,1995-02-23,0
3800226,240123.0048,1995-01-18,0
3179074,240111.6096,1995-03-05,0
2375360,240027.0578,1995-01-31,0
3746976,239980.857,1995-01-28,0
563873,239847.9821,1995-02-09,0
105221,239544.2104,1995-03-04,0
579460,239225.1359,1995-02-12,0
299552,239174.2879,1995-01-28,0
4834533,239125.6384,1994-12-09,0
2895204,239095.6269,1995-02-25,0
5787364,238831.3176,1995-02-22,0
426723,238777.5565,1995-01-08,0
361954,238668.6287,1995-02-27,0
1242561,238635.4882,1995-03-06,0
210565,238607.316,1995-02-13,0
3113735,238574.417,1995-02-23,0
5969444,238525.5437,1995-02-07,0
4717441,238499.9218,1995-01-22,0
5173315,238492.1878,1995-01-21,0
3482114,238124.5586,1995-02-07,0
5464162,238042.7886,1995-03-05,0
4795266,237827.3596,1995-01-31,0
2803264,237803.1801,1995-02-25,0
1160579,237761.1971,1995-02-22,0
675808,237689.2143,1995-02-28,0
4746496,237679.7626,1995-02-22,0
769765,237476.4433,1995-02-03,0
482019,237464.1045,1994-12-28,0
2368768,237357.2408,1995-02-01,0
4550850,237245.9876,1995-02-11,0
3866083,237121.3085,1995-02-12,0
3773574,237095.5986,1995-01-30,0
4100160,237074.3916,1995-01-30,0
4740673,237028.4807,1995-02-06,0
5372871,236975.0187,1995-02-11,0
3281060,236959.6377,1995-02-28,0
2825284,236870.6904,1995-01-21,0
4371845,236778.5937,1995-03-06,0
1308064,236765.7023,1995-03-03,0
4980452,236718.3467,1995-03-06,0
3170087,236651.3345,1995-02-13,0
2785634,236642.5577,1995-02-04,0
3027968,236493.0224,1995-01-10,0
617986,236417.8725,1995-02-07,0
5687140,236413.0339,1995-02-02,0
2898788,236353.7529,1995-02-24,0
2412357,236298.046,1995-03-06,0
2150692,236242.2934,1995-02-21,0
1898275,236168.8674,1995-01-18,0
2467876,236142.5406,1995-02-24,0
5689571,236086.7314,1995-02-05,0
4269348,236007.7403,1995-02-21,0
5186054,235968.3145,1995-03-07,0
3428611,235862.9068,1995-02-27,0
720259,235617.8378,1995-02-21,0
5737671,235510.9188,1995-03-02,0
1365766,235134.8097,1995-02-26,0
5324519,234950.6549,1995-02-08,0
5198917,234887.7341,1995-02-02,0
2882147,234817.4479,1995-02-13,0
1533794,234674.8477,1995-02-21,0
4712295,234661.251,1995-03-02,0
1289639,234509.1722,1995-03-03,0
290566,234467.5354,1995-02-13,0
1876290,234347.4432,1995-02-19,0
5106563,234333.0161,1995-02-25,0
2639875,234297.0132,1995-01-31,0
5329319,233894.1495,1995-02-26,0
299105,233875.7892,1994-12-22,0
2321381,233799.3868,1995-02-06,0
3770885,233731.3643,1995-01-18,0
3161409,233653.9564,1995-02-22,0
4435462,233615.1514,1995-03-01,0
5055937,233577.704,1995-01-27,0
2275680,233575.5389,1995-02-25,0
115334,233446.6027,1995-02-17,0
2963269,233012.2696,1995-01-05,0
1053856,232870.1034,1995-01-30,0
4358822,232452.8886,1995-01-20,0
1279910,232398.1389,1995-01-31,0
5794114,232390.2524,1995-02-05,0
1804801,232367.9741,1995-02-21,0
3790817,232299.7255,1995-01-30,0
790821,232238.8478,1995-02-10,0
5028388,232130.9342,1995-03-05,0
5321218,231970.3526,1995-02-15,0
68644,231929.6077,1995-02-01,0
1998246,231745.6294,1995-01-27,0
2734599,231595.3252,1995-02-27,0
3076612,231455.8955,1995-01-31,0
1976802,231147.8806,1995-02-28,0
433223,231126.3503,1995-02-07,0
4578528,231030.8633,1995-02-24,0
4960359,230919.9211,1995-02-08,0
2267782,230778.3096,1995-03-04,0
931203,230728.5302,1995-01-04,0
1597475,230614.3774,1995-02-02,0
2744962,230608.7768,1995-03-05,0
806082,230589.0084,1995-02-11,0
3333280,230525.5687,1995-02-19,0
3493828,230501.1377,1995-02-23,0
2135682,230444.2762,1995-02-04,0
1653474,230310.5084,1995-03-03,0
4423877,230185.4183,1995-03-02,0
4889122,230020.0661,1995-02-25,0
5303680,229925.7738,1995-03-02,0
4476353,229925.2705,1995-02-04,0
107010,229720.8854,1995-02-22,0
223045,229533.3397,1995-02-18,0
5725056,229163.9866,1995-01-08,0
1121632,229127.0759,1995-02-05,0
2508931,229063.8093,1995-02-27,0
3175972,229040.4003,1995-02-24,0
3376672,228946.0362,1995-02-27,0
1184900,228931.379,1995-02-25,0
4808967,228900.9472,1994-12-12,0
1628743,228889.2019,1995-03-07,0
3613379,228859.999,1995-01-19,0
2336161,228657.0156,1995-01-25,0
1858370,228542.202,1995-01-29,0
1740419,228525.7522,1995-03-02,0
2017088,228311.6535,1995-02-14,0
1462497,228295.4121,1995-02-04,0
4346467,228293.2848,1995-01-11,0
4611877,228246.185,1995-02-23,0
1447009,228233.4225,1995-02-12,0
2820614,228211.9538,1995-03-02,0
2242470,228187.8774,1995-02-22,0
1807043,228053.6227,1995-03-04,0
4497665,228047.4503,1995-02-14,0
1539137,228002.7119,1995-02-12,0
4958721,228001.0961,1995-01-26,0
4886113,227778.5952,1995-01-22,0
3766723,227629.7524,1995-02-18,0
3510597,227518.4582,1995-03-04,0
364197,227505.9154,1995-02-26,0
3767491,227453.2471,1995-03-03,0
842151,227448.748,1995-02-26,0
5404641,227115.8189,1995-01-25,0
3099970,227094.2409,1995-02-08,0
1286048,227072.6611,1995-01-21,0
4813568,227055.9067,1995-02-28,0
983556,226979.8241,1995-03-01,0
184933,226865.4479,1995-01-29,0
4998881,226833.932,1995-02-21,0
1233026,226762.8638,1994-12-16,0
434150,226733.421,1995-01-26,0
3572897,226705.278,1995-03-07,0
44418,226569.9666,1995-02-01,0
1640678,226531.158,1995-02-17,0
4478500,226526.6485,1995-02-17,0
4489058,226409.7946,1995-02-25,0
4684263,226172.9169,1995-02-26,0
4223973,226169.7895,1995-02-15,0
4325444,226112.1554,1995-02-28,0
1389062,225970.8739,1995-03-06,0
4131303,225969.5779,1994-12-30,0
1735558,225944.3118,1994-12-04,0
4562561,225898.0535,1995-02-13,0
4108486,225766.83,1994-12-20,0
4313667,225637.1415,1995-02-19,0
2626496,225554.0149,1995-02-04,0
1979589,225512.7069,1995-03-01,0
5264262,225494.9933,1995-01-17,0
1322595,225480.5531,1995-03-01,0
4069057,225461.9232,1995-03-04,0
624229,225360.275,1995-02-11,0
3450373,225320.9822,1995-02-17,0
5819748,225290.1966,1995-02-23,0
1780386,225165.8422,1995-02-16,0
4341056,225102.1794,1995-02-19,0
1903910,224923.9557,1995-02-17,0
4576704,224913.9622,1995-02-14,0
3991716,224911.94,1995-02-24,0
2783653,224880.9043,1995-02-04,0
5618279,224858.2212,1995-03-06,0
4721955,224771.3016,1995-03-01,0
1945440,224686.872,1994-12-29,0
387746,224532.0611,1995-01-16,0
259782,224472.2082,1995-02-05,0
5075459,224364.6854,1995-03-05,0
5459744,224335.9742,1995-02-25,0
5737959,224295.3651,1995-01-08,0
3158279,224270.3246,1995-01-02,0
1932098,224033.4718,1995-02-17,0
1732832,224018.7948,1995-02-03,0
4719586,223893.1848,1994-12-20,0
5002790,223824.9217,1995-02-24,0
1437795,223763.1894,1995-02-01,0
3806631,223721.5838,1995-03-03,0
4064256,223714.4976,1995-03-04,0
3181570,223586.7688,1995-02-19,0
2349509,223538.7307,1995-03-07,0
2072257,223410.1491,1995-02-04,0
2861474,223403.6463,1995-02-07,0
2068805,223232.4994,1995-02-21,0
5426720,223082.2071,1995-03-02,0
4090662,222964.0112,1995-02-11,0
1205856,222877.0308,1995-02-28,0
4485123,222627.7031,1995-01-01,0
3333955,222606.8738,1995-02-08,0
2585543,222584.2446,1995-02-26,0
2789346,222526.5691,1995-03-06,0
2564420,222441.195,1994-12-19,0
2387783,222352.3066,1995-01-11,0
565730,222329.3205,1995-03-03,0
2732965,222296.3652,1995-02-26,0
3785988,222211.2976,1995-02-21,0
3302695,222083.2564,1995-02-28,0
2634340,222080.5532,1995-02-04,0
391719,222079.9268,1995-02-24,0
5370497,221980.961,1995-02-17,0
5684257,221980.1608,1995-03-03,0
3350724,221963.5664,1995-02-02,0
3789191,221908.5028,1995-02-13,0
5129764,221906.574,1994-12-27,0
3694247,221851.3186,1995-01-23,0
985700,221849.8535,1995-02-02,0
543168,221735.865,1995-02-21,0
1919141,221608.9145,1995-02-22,0
3798054,221443.528,1995-02-17,0
4200770,221329.9786,1995-02-13,0
3762944,221324.9641,1995-02-24,0
1641315,221317.993,1995-02-24,0
742567,221292.0221,1995-03-06,0
5517957,221161.8298,1995-02-06,0
