ps_partkey,value
123254,9191925.76
8716,9184341.6
156091,9182781.2
72077,9181657.62
159822,9180814.83
94135,9173954.46
1731,9170570.61
35644,9168225.72
97326,9167947.58
15750,9167844.6
132761,9167475.3
163254,9166627.26
167539,9160815.42
128386,9160491.43
183760,9160116.21
178934,9156320.01
37109,9155697.77
125331,9155180.73
152768,9153904.95
108796,9152798.82
112069,9147815.43
10916,9145519.75
170762,9143520.96
198439,9143181.16
197534,9141363.0
30519,9140123.51
164118,9136610.37
69224,9132706.5
151484,9122426.25
194581,9122164.92
122054,9120347.6
73507,9116966.8
43547,9116728.77
191971,9116425.65
187811,9115950.88
39966,9115768.21
96741,9112201.36
182234,9112179.87
148039,9111955.08
145872,9111388.8
158006,9110062.15
62544,9109489.48
117109,9108449.28
66506,9108185.2
199878,9104747.2
120669,9103864.71
148495,9103496.6
198743,9102942.98
52318,9099322.79
63731,9097388.72
38810,9091707.75
36738,9087071.76
143005,9085983.96
193675,9085966.8
52526,9085815.6
72905,9084827.58
105926,9079585.76
151345,9076359.6
123488,9075699.72
102339,9073264.63
39854,9070209.36
27671,9065850.65
134352,9064172.74
165009,9061813.22
85297,9059808.44
92348,9058085.08
61205,9057321.77
54446,9053431.27
121928,9051150.6
196850,9050638.5
145377,9050387.04
110671,9048725.01
95536,9047971.95
8785,9047555.39
157805,9047318.28
61791,9038584.2
148913,9031027.88
197085,9030600.0
95081,9030048.3
99960,9029266.35
5997,9028271.84
177943,9023774.76
164170,9023051.7
28065,9022347.26
40650,9019867.45
56214,9018909.9
185331,9018004.32
178199,9017450.98
29585,9016374.82
154127,9013627.36
92206,9013318.23
13060,9012801.84
51456,9012743.46
176346,9009290.16
187250,8999299.78
158214,8998234.28
180657,8995644.74
104349,8992532.16
197577,8990646.85
182391,8988786.44
34376,8987551.84
102778,8985937.86
128290,8983112.97
1535,8981725.95
72421,8980603.0
66213,8978487.0
30026,8976153.68
165302,8976151.75
158666,8975316.94
96467,8975014.8
6244,8970234.4
123955,8966888.86
106881,8965782.7
135627,8965361.2
149660,8963962.31
70590,8960671.44
123113,8953263.45
184491,8947987.25
75759,8947658.89
153311,8943040.95
108893,8937209.12
110780,8934774.09
85082,8934711.13
83166,8927847.7
28162,8926459.91
85222,8924959.95
187962,8919296.1
199825,8917296.68
115682,8905572.0
91631,8905071.12
161423,8903238.96
28453,8902550.35
50982,8901211.92
148826,8899048.96
171051,8894667.18
4050,8891936.9
121305,8886697.8
139368,8884774.08
132775,8883014.42
68891,8879823.0
195522,8878352.6
103706,8874903.51
34555,8872688.24
163823,8871425.04
131559,8869634.76
19541,8868308.4
140875,8866595.09
166210,8864881.29
181159,8864459.51
18318,8862295.62
135483,8862010.03
103925,8861056.0
68051,8860902.76
46030,8859140.44
129859,8852725.38
89075,8851833.45
112087,8846532.18
87165,8843646.9
114042,8843023.56
77395,8842331.44
114253,8842103.02
121665,8840811.0
50075,8840332.16
69848,8837287.2
113244,8835982.75
5479,8835636.64
175926,8832436.05
197431,8830593.05
25995,8826059.97
51760,8824915.75
14988,8820282.9
2293,8819639.07
120407,8813229.83
73827,8812166.61
190299,8811065.92
198601,8810003.28
40037,8808662.88
159890,8805865.9
60868,8804896.32
67379,8803630.8
149149,8803101.12
130188,8802912.0
66345,8802874.6
140545,8802108.2
128635,8801506.48
97270,8801456.7
135921,8800974.66
29835,8799461.23
153460,8793038.69
124182,8789757.97
108453,8785305.3
65299,8783167.68
39551,8781569.76
150244,8781546.72
69347,8779860.87
40337,8774355.09
190573,8773001.04
173744,8772593.96
33754,8763705.73
145304,8763544.12
95852,8761452.7
44713,8761167.26
176649,8754872.5
23357,8754715.05
141663,8754161.15
6724,8747395.08
100906,8745198.2
126526,8744669.74
108406,8744339.54
84530,8743484.2
138152,8741664.36
106907,8741565.07
155141,8738660.88
182554,8735801.06
35251,8734872.09
52808,8733623.22
159995,8733486.3
112288,8729153.94
3598,8724486.54
109201,8724281.2
113027,8721506.16
23948,8721026.6
137091,8718493.84
99355,8712298.0
54311,8708427.0
132337,8707839.84
117798,8699905.76
199660,8698127.46
127895,8694885.21
101123,8694842.73
73166,8688288.0
175693,8687828.36
153630,8685623.4
131839,8684650.8
82903,8682978.0
21411,8680670.68
84644,8677396.56
95337,8675960.58
144632,8675609.76
22337,8674617.1
89378,8668201.05
193609,8667160.4
52629,8664585.93
115536,8663677.32
136834,8657594.14
82080,8655735.13
192248,8653635.12
6585,8649224.22
199388,8648329.08
147659,8645512.25
21850,8643910.53
177217,8640003.12
53430,8633964.48
199512,8631651.48
44021,8629366.8
143290,8626848.4
70064,8620810.9
162917,8620799.22
120171,8620363.44
20737,8620218.19
13474,8619382.68
173892,8617849.76
12405,8617488.75
90923,8614578.31
105900,8614282.17
118014,8613285.33
136472,8610276.51
23479,8609640.93
39422,8608303.4
170138,8607748.62
105601,8603936.64
111606,8603548.14
38617,8602011.73
35968,8599664.64
180541,8597212.5
5596,8596151.68
39320,8589136.25
99545,8588603.55
32288,8586694.3
59160,8586112.02
87646,8572341.6
124342,8571753.92
59695,8563854.04
69361,8563524.12
182044,8563231.95
165376,8563009.5
91009,8561899.95
151027,8561107.76
168386,8557629.47
195427,8555772.32
51392,8554897.48
188033,8554247.72
115929,8551200.99
98407,8549696.88
105920,8549207.52
185346,8547619.82
183075,8546673.5
3034,8546571.73
141893,8545332.96
59366,8545295.96
98890,8545147.38
136808,8544750.47
58245,8544037.1
196409,8543968.51
162056,8542632.67
2357,8541744.64
41356,8541230.5
112337,8541077.4
153244,8540995.95
49362,8540380.8
154387,8538530.84
58420,8538491.69
153079,8538096.62
182166,8535578.07
72402,8533883.98
176731,8533692.3
156243,8533135.0
83806,8532608.0
111785,8532442.35
30062,8528366.4
197516,8527049.88
153253,8526317.58
187355,8524108.67
101897,8523799.68
63139,8521421.85
16632,8516822.22
89523,8515448.37
72267,8515434.1
63441,8513593.65
140138,8511505.08
97590,8508175.65
132462,8505358.19
58172,8505043.28
128034,8504265.0
106358,8504195.64
126649,8503926.21
45408,8503918.98
168868,8503211.61
86355,8501221.73
161480,8497324.04
94782,8495271.83
75446,8491573.8
133827,8485888.3
113468,8482519.2
101932,8479697.92
197959,8476352.64
21787,8475279.2
35554,8473819.35
43422,8470344.54
93285,8469541.08
131187,8463409.42
86691,8461854.12
14590,8460944.37
192597,8457513.0
55450,8456524.2
73168,8455507.6
12864,8454864.6
106846,8451255.6
77805,8448164.98
86716,8446960.0
104177,8442116.48
127919,8441959.28
186285,8441303.76
189648,8440140.67
70505,8437818.62
118938,8437531.0
88868,8436868.53
152469,8436486.94
123497,8436298.85
115644,8434986.0
23319,8433856.63
50602,8432371.52
196380,8427975.36
53711,8427701.16
171177,8425780.47
104436,8421491.06
97754,8419991.37
37351,8419962.24
161706,8419761.3
25,8418235.52
105044,8418068.76
123007,8416987.48
54685,8416347.73
128157,8414957.92
6336,8414802.05
185516,8411316.3
128296,8406813.62
70574,8406293.57
89546,8404270.0
149351,8402661.41
70077,8400323.39
30003,8398436.21
89493,8392184.64
73959,8391637.2
151550,8391340.68
21334,8391301.66
49456,8390896.36
128033,8390328.44
4943,8390117.0
132063,8388290.82
10767,8383882.6
152918,8383039.28
132694,8383015.76
70792,8382656.68
59275,8381974.2
48955,8381880.12
34009,8380659.49
136203,8380574.86
16451,8379933.76
129736,8377910.16
119118,8377740.0
25413,8377597.05
140553,8375895.45
13813,8374830.84
118521,8373913.92
65411,8371627.63
150554,8366122.05
142918,8363833.86
25567,8363231.25
3555,8362767.6
185863,8362006.63
3193,8361644.07
115128,8360506.0
63420,8359331.76
27333,8356781.62
47517,8356103.84
74029,8354556.38
31340,8353949.49
185664,8353359.0
143482,8352836.48
173921,8352546.15
5091,8351648.46
120911,8348353.97
146067,8348198.36
39832,8346646.55
178854,8345905.0
179002,8344949.7
132893,8343703.5
114748,8342779.85
22079,8342776.58
164884,8342512.78
111923,8341042.94
24826,8338068.2
70322,8337876.01
166634,8335616.94
87443,8333662.65
118226,8331527.62
17097,8330953.41
101447,8329828.9
5024,8328487.31
30927,8326460.62
93022,8322199.44
122317,8321426.88
77279,8318966.11
119846,8316742.5
3512,8315752.37
10329,8313015.08
193122,8311422.4
69275,8306553.2
162602,8303265.6
126881,8302069.04
181686,8298958.9
123719,8297780.2
23432,8296965.6
36095,8291138.68
198264,8290568.54
166731,8287177.95
173268,8287073.75
47165,8287063.98
127176,8286359.53
191696,8285924.51
181658,8284803.12
40798,8282803.25
35558,8279669.6
130665,8279544.08
43705,8279180.31
153985,8278559.08
21320,8278354.39
111450,8277883.74
112065,8277199.53
23473,8274018.8
105540,8273287.23
46731,8270370.26
31506,8269959.6
105725,8268683.7
155168,8268031.5
24889,8267433.3
180551,8267248.22
99157,8265396.67
657,8264984.22
91388,8263421.37
173568,8262953.4
127030,8258828.6
164581,8255219.44
177537,8252057.32
18847,8249122.53
173346,8248032.8
101418,8247929.76
116071,8246173.74
17844,8245466.55
27387,8238927.91
34269,8238498.66
191369,8236759.23
71525,8234107.98
184729,8233153.76
22525,8232845.04
26450,8232545.6
172168,8229962.16
165153,8227125.5
1243,8223299.16
154988,8221689.08
191203,8221101.32
17834,8221048.32
99528,8219144.7
186444,8215512.77
90908,8214676.72
162982,8214110.04
193470,8212757.6
169101,8210534.54
117986,8210431.92
141782,8208820.8
44861,8208299.61
69596,8206543.2
108861,8205879.24
27367,8204512.22
193344,8203940.56
42348,8198073.0
15416,8196621.53
101389,8192493.64
29302,8187081.0
70301,8186849.28
154135,8183696.34
177633,8182830.16
184389,8182269.12
105672,8182138.28
32244,8180793.79
146441,8176533.12
179614,8176376.34
110309,8174072.56
123049,8170939.14
173341,8170602.07
100801,8170132.43
134809,8169384.77
91974,8168663.23
33393,8167538.48
23401,8165900.24
125506,8161311.26
10861,8160409.08
174697,8160233.56
25331,8157430.62
96964,8157133.92
41485,8156833.32
180573,8154465.76
94240,8153323.55
97873,8152773.4
15679,8152691.04
95941,8150938.38
12819,8149813.11
52304,8147836.5
162897,8147688.68
8193,8147396.19
100332,8146856.62
5050,8144573.5
10149,8144099.73
3113,8143815.68
148228,8142100.3
13809,8141273.82
34662,8139747.04
119414,8139720.96
198226,8139346.9
152541,8139003.78
44955,8136824.0
20316,8134477.89
125718,8132918.04
4704,8131002.11
43500,8130977.21
115585,8129747.92
20039,8129713.14
171961,8127298.8
168577,8124975.75
68040,8121941.1
126876,8120263.92
154589,8119953.71
25660,8117939.58
77833,8115341.16
153094,8111455.7
76467,8110317.5
136314,8109694.75
31241,8108005.62
60054,8107238.16
172436,8107230.82
199127,8107159.82
7671,8105495.84
71192,8105243.61
152028,8104290.6
89924,8102554.59
185614,8102259.48
22161,8098465.76
31703,8096592.78
83006,8096291.42
114858,8095093.65
164803,8092002.21
116737,8091033.91
139598,8090765.31
132738,8089920.21
54500,8089732.75
105290,8089724.8
12796,8088253.44
133096,8087451.48
158030,8086388.94
116326,8085189.75
36816,8084560.68
18497,8081881.83
124137,8079824.52
131329,8076521.53
76553,8072480.17
117964,8070476.9
117369,8067768.68
51747,8067736.3
160812,8067445.2
199028,8067418.95
192889,8066284.46
39697,8066079.98
152460,8064391.84
111180,8063573.38
7005,8062761.3
17833,8061210.64
