s_name,numwait
Supplier#000006348,12
Supplier#000006489,12
Supplier#000007359,12
Supplier#000007906,12
Supplier#000008377,12
Supplier#000008523,12
Supplier#000008642,12
Supplier#000009149,12
Supplier#000009182,12
Supplier#000009255,12
Supplier#000009381,12
Supplier#000009539,12
Supplier#000009820,12
Supplier#000000253,11
Supplier#000001368,11
Supplier#000001821,11
Supplier#000001882,11
Supplier#000002046,11
Supplier#000002405,11
Supplier#000002538,11
Supplier#000003039,11
Supplier#000003305,11
Supplier#000003773,11
Supplier#000003868,11
Supplier#000004339,11
Supplier#000004398,11
Supplier#000004763,11
Supplier#000005327,11
Supplier#000005429,11
Supplier#000005472,11
Supplier#000005548,11
Supplier#000005579,11
Supplier#000005815,11
Supplier#000005940,11
Supplier#000005967,11
Supplier#000006173,11
Supplier#000006175,11
Supplier#000006520,11
Supplier#000006573,11
Supplier#000007170,11
Supplier#000007171,11
Supplier#000007559,11
Supplier#000007816,11
Supplier#000007845,11
Supplier#000007875,11
Supplier#000007939,11
Supplier#000008013,11
Supplier#000008054,11
Supplier#000008135,11
Supplier#000008737,11
Supplier#000008947,11
Supplier#000009125,11
Supplier#000009220,11
Supplier#000009296,11
Supplier#000009398,11
Supplier#000009584,11
Supplier#000009594,11
Supplier#000009598,11
Supplier#000009633,11
Supplier#000009750,11
Supplier#000009866,11
Supplier#000009884,11
Supplier#000009954,11
Supplier#000000068,10
Supplier#000000106,10
Supplier#000000251,10
Supplier#000000776,10
Supplier#000000828,10
Supplier#000000948,10
Supplier#000000969,10
Supplier#000001016,10
Supplier#000001476,10
Supplier#000001637,10
Supplier#000001869,10
Supplier#000001930,10
Supplier#000001999,10
Supplier#000002069,10
Supplier#000002334,10
Supplier#000002696,10
Supplier#000002812,10
Supplier#000003000,10
Supplier#000003394,10
Supplier#000003573,10
Supplier#000003862,10
Supplier#000003996,10
Supplier#000004007,10
Supplier#000004402,10
Supplier#000004889,10
Supplier#000005064,10
Supplier#000005317,10
Supplier#000005575,10
Supplier#000006032,10
Supplier#000006374,10
Supplier#000006397,10
Supplier#000007456,10
Supplier#000007632,10
Supplier#000007712,10
Supplier#000007713,10
Supplier#000007966,10
Supplier#000007972,10
Supplier#000008018,10
Supplier#000008064,10
Supplier#000008204,10
Supplier#000008628,10
Supplier#000008779,10
Supplier#000009131,10
Supplier#000009504,10
Supplier#000009958,10
Supplier#000000274,9
Supplier#000000804,9
Supplier#000000863,9
Supplier#000000941,9
Supplier#000001351,9
Supplier#000001391,9
Supplier#000001427,9
Supplier#000001569,9
Supplier#000001651,9
Supplier#000001716,9
Supplier#000001940,9
Supplier#000002520,9
Supplier#000002677,9
Supplier#000002857,9
Supplier#000003090,9
Supplier#000003150,9
Supplier#000003475,9
Supplier#000003555,9
Supplier#000003707,9
Supplier#000004003,9
Supplier#000004083,9
Supplier#000004191,9
Supplier#000004290,9
Supplier#000004328,9
Supplier#000004372,9
Supplier#000004375,9
Supplier#000004480,9
Supplier#000004740,9
Supplier#000004796,9
Supplier#000005401,9
Supplier#000005622,9
Supplier#000005835,9
Supplier#000005926,9
Supplier#000006000,9
Supplier#000006254,9
Supplier#000006516,9
Supplier#000006526,9
Supplier#000006888,9
Supplier#000007114,9
Supplier#000007276,9
Supplier#000007621,9
Supplier#000008235,9
Supplier#000008249,9
Supplier#000008468,9
Supplier#000008495,9
Supplier#000008543,9
Supplier#000008638,9
Supplier#000008651,9
Supplier#000008679,9
Supplier#000008704,9
Supplier#000009247,9
Supplier#000009360,9
Supplier#000009400,9
Supplier#000009619,9
Supplier#000009865,9
Supplier#000009888,9
Supplier#000000414,8
Supplier#000000622,8
Supplier#000000745,8
Supplier#000000953,8
Supplier#000001056,8
Supplier#000001201,8
Supplier#000001234,8
Supplier#000001481,8
Supplier#000001742,8
Supplier#000001979,8
Supplier#000002142,8
Supplier#000002529,8
Supplier#000002550,8
Supplier#000002618,8
Supplier#000003015,8
Supplier#000003094,8
Supplier#000003666,8
Supplier#000004023,8
Supplier#000004156,8
Supplier#000004292,8
Supplier#000004295,8
Supplier#000004360,8
Supplier#000004671,8
Supplier#000004714,8
Supplier#000004913,8
Supplier#000005055,8
Supplier#000005199,8
Supplier#000005362,8
Supplier#000005677,8
Supplier#000005789,8
Supplier#000006103,8
Supplier#000006303,8
Supplier#000006359,8
Supplier#000006548,8
Supplier#000006785,8
Supplier#000006786,8
Supplier#000007045,8
Supplier#000007084,8
Supplier#000007397,8
Supplier#000007400,8
Supplier#000007442,8
Supplier#000007484,8
Supplier#000008162,8
Supplier#000008343,8
Supplier#000008580,8
Supplier#000009050,8
Supplier#000009109,8
Supplier#000009226,8
Supplier#000009341,8
Supplier#000009609,8
Supplier#000009626,8
Supplier#000009832,8
Supplier#000000098,7
Supplier#000000275,7
Supplier#000000406,7
Supplier#000000695,7
Supplier#000000760,7
Supplier#000000973,7
Supplier#000001283,7
Supplier#000001710,7
Supplier#000001910,7
Supplier#000002409,7
Supplier#000002556,7
Supplier#000002643,7
Supplier#000002749,7
Supplier#000002927,7
Supplier#000003452,7
Supplier#000003685,7
Supplier#000004322,7
Supplier#000004349,7
Supplier#000004395,7
Supplier#000004486,7
Supplier#000004657,7
Supplier#000004725,7
Supplier#000004882,7
Supplier#000005661,7
Supplier#000006042,7
Supplier#000007908,7
Supplier#000008582,7
Supplier#000008958,7
Supplier#000008964,7
Supplier#000008997,7
Supplier#000009114,7
Supplier#000009455,7
Supplier#000009509,7
Supplier#000009715,7
Supplier#000009770,7
Supplier#000009890,7
Supplier#000009937,7
Supplier#000000035,6
Supplier#000000080,6
Supplier#000000109,6
Supplier#000001080,6
Supplier#000001149,6
Supplier#000001318,6
Supplier#000001755,6
Supplier#000002655,6
Supplier#000002888,6
Supplier#000003011,6
Supplier#000003038,6
Supplier#000003277,6
Supplier#000004220,6
Supplier#000004717,6
Supplier#000005676,6
Supplier#000005909,6
Supplier#000006290,6
Supplier#000006700,6
Supplier#000006998,6
Supplier#000007019,6
Supplier#000007144,6
Supplier#000007334,6
Supplier#000008290,6
Supplier#000008309,6
Supplier#000008820,6
Supplier#000009392,6
Supplier#000001344,5
Supplier#000002214,5
Supplier#000002995,5
Supplier#000003140,5
Supplier#000004127,5
Supplier#000004391,5
Supplier#000005005,5
Supplier#000005668,5
Supplier#000007162,5
Supplier#000007250,5
Supplier#000007263,5
Supplier#000007451,5
Supplier#000008161,5
Supplier#000008478,5
Supplier#000001309,4
Supplier#000001895,4
Supplier#000002270,4
Supplier#000002668,4
Supplier#000002910,4
Supplier#000004341,4
Supplier#000008073,4
Supplier#000001527,3
Supplier#000003880,3
Supplier#000005762,3
Supplier#000008619,3
Supplier#000003030,2
Supplier#000005238,2
