ps_partkey,value
33886,10036087.2
57932,10033530.32
15990,9988902.43
193757,9980523.14
159915,9952033.89
47774,9949114.7
116662,9944834.52
23791,9941171.24
106293,9940152.73
66337,9934930.55
96783,9930173.27
102818,9923322.61
105425,9920810.38
149173,9908573.27
163479,9866214.52
120963,9858542.45
136032,9858254.73
54398,9824451.6
74702,9822294.72
65793,9814160.09
98270,9784815.21
40385,9784056.01
8270,9780277.69
135229,9777220.53
41291,9766899.68
145495,9763989.77
30459,9750916.27
65070,9720782.83
108455,9699215.3
108655,9693211.0
187624,9691510.77
81358,9691019.68
113306,9690190.38
146663,9668468.72
110788,9668433.9
87209,9663115.07
109630,9662699.28
80268,9659169.33
11070,9647632.17
59021,9642813.94
177541,9632341.59
116251,9631288.19
184188,9610985.02
151263,9598140.09
124687,9593025.49
175502,9592904.7
29799,9588606.7
39899,9573140.96
84566,9572861.68
90858,9571442.5
107232,9565640.69
65788,9563074.92
169128,9557151.58
32526,9550853.16
39187,9550506.7
20080,9548505.94
148255,9526229.1
788,9522362.32
82198,9517711.24
127715,9512471.25
172972,9511189.93
21926,9503976.3
42582,9492436.03
80874,9492025.5
32979,9491597.56
21639,9484386.32
26706,9482062.45
67923,9464241.78
118577,9463571.28
109799,9461831.87
173688,9461191.48
30625,9460855.5
32747,9457763.35
152262,9457236.18
112189,9453348.08
70311,9453128.22
5076,9452846.08
138883,9450955.76
153131,9447283.71
147934,9447031.12
29801,9437167.3
115229,9436900.54
167229,9433200.72
168173,9426726.56
192309,9426090.91
62580,9413783.26
43024,9406432.35
130921,9396270.2
61153,9394558.15
81694,9391830.03
28259,9390825.22
90928,9390365.25
190984,9389263.95
99787,9386799.5
34361,9380551.03
94205,9380457.9
185278,9372215.6
191384,9363375.56
131125,9347882.35
169532,9342573.79
154872,9335611.08
40080,9331497.3
51022,9330319.44
10071,9329317.2
54574,9322548.2
182026,9322327.41
89385,9321837.0
92928,9317756.8
51786,9313929.74
138430,9306880.62
93855,9303634.76
170424,9303550.03
27030,9301778.93
22945,9299815.2
167057,9296450.96
192978,9291019.26
85417,9288698.72
40860,9287317.59
120473,9284918.6
182582,9284872.34
21259,9282520.17
31291,9281064.75
42415,9280800.0
29411,9278221.92
196672,9278060.51
175566,9269043.84
198141,9267835.08
136304,9264133.48
55250,9261536.2
25483,9238339.59
19994,9235972.92
64136,9235667.68
155650,9223756.08
35497,9216846.36
45646,9216148.48
4915,9212579.01
177957,9202941.27
80909,9195929.2
109652,9192106.56
105625,9189671.4
54124,9185886.62
131363,9185465.8
22494,9181062.24
186927,9181031.16
13807,9178001.4
107715,9176975.53
142472,9176090.0
149100,9174439.71
49896,9173839.25
184751,9173258.36
105767,9172670.0
152928,9165138.6
152526,9164639.54
21289,9162133.54
125601,9160469.67
60076,9157715.6
13571,9156469.72
135081,9152024.31
126588,9144811.36
83090,9143801.31
165696,9135826.33
74247,9119871.0
116088,9119194.77
144027,9112994.35
113318,9108338.76
121604,9108249.76
33167,9106269.18
11760,9106037.1
175883,9104586.47
122415,9103261.33
23663,9101097.5
43701,9096071.68
149407,9095590.14
46686,9086320.18
77442,9084593.19
65394,9082470.12
44230,9079665.08
10248,9079443.36
89191,9078058.64
151989,9073694.3
86333,9067765.41
168833,9064021.2
190378,9054015.61
129235,9053641.08
3125,9048819.76
97333,9048544.56
165461,9045132.12
68560,9041968.78
188160,9037322.4
26022,9036891.6
7305,9035228.53
57317,9034896.8
128701,9033499.78
139067,9029856.42
153773,9026832.5
190556,9024924.13
12308,9020836.7
148309,9016229.72
39937,9012514.88
170025,9011042.42
126192,9009492.36
121487,9008877.54
20282,9006924.0
198703,9003926.96
57040,9003811.25
147742,9002395.77
62451,9001821.4
45499,9000478.02
87590,8994073.04
135747,8993093.2
25876,8990353.32
47157,8989706.1
186715,8988049.3
59157,8987061.07
19043,8976760.0
31914,8974464.0
77576,8970836.25
144517,8970003.41
70290,8965590.88
56454,8964964.99
110943,8962695.12
99990,8958949.3
165419,8954756.7
30438,8951491.9
50943,8950308.61
51350,8949358.08
14777,8947428.79
181234,8943388.68
150568,8940038.31
99173,8938974.11
150321,8936732.8
89711,8934282.0
197516,8932553.9
92717,8930297.64
87891,8926194.0
188592,8915823.92
7989,8915229.89
43759,8915053.98
113003,8912112.74
55235,8908847.75
138292,8907098.4
84899,8904620.55
110775,8903903.87
80971,8903689.18
108168,8902036.0
186999,8899768.35
43236,8897052.6
47725,8895064.08
171158,8891383.86
118025,8890651.14
186055,8887104.0
42129,8885257.26
198962,8885139.48
57725,8884848.0
152416,8878636.8
55087,8878249.16
58075,8874020.48
76650,8871321.84
51110,8867126.52
12444,8863424.67
53112,8862876.98
188707,8860911.3
87705,8857096.82
182768,8856132.18
149516,8850798.26
81801,8849660.16
37042,8845568.1
34566,8845319.25
114783,8845093.14
48471,8844564.58
112773,8844019.14
140203,8843688.18
98458,8839731.5
46213,8839162.5
3810,8838693.8
72943,8838686.4
162768,8834033.9
113781,8827622.94
123475,8826858.18
72296,8820020.94
88015,8819916.49
38784,8817830.3
85085,8816081.04
194124,8815176.63
118454,8808264.0
140041,8804111.02
71698,8801709.49
147955,8799142.13
165178,8795969.92
33480,8794160.94
137083,8791227.04
88520,8790529.6
79110,8788695.3
47218,8785785.94
138016,8783909.86
37454,8780397.02
83862,8780306.47
74993,8772673.14
38416,8772257.28
110823,8771597.52
72779,8771089.6
146313,8770705.92
57191,8766813.98
130255,8757956.0
107798,8753273.36
28378,8752585.89
43127,8747480.44
70072,8747094.11
12171,8746817.2
107296,8745475.03
155949,8743558.32
69467,8743322.15
156180,8737874.3
45697,8734662.7
144400,8734291.92
29189,8731684.32
70691,8729667.76
147454,8729606.77
133382,8727005.53
97408,8725789.16
80736,8725442.4
144794,8719068.71
176679,8718689.7
61463,8717024.76
16637,8714950.92
42653,8710310.7
100943,8708100.8
28695,8707900.48
116617,8706129.3
162770,8705374.72
85086,8705183.4
50936,8703120.72
128282,8702800.92
127320,8700505.5
141768,8700349.8
39558,8699758.2
141819,8699556.25
20417,8697869.03
163109,8697228.66
192928,8696900.82
155889,8693292.94
52201,8691124.74
74906,8683003.7
198737,8682775.84
166317,8677619.2
169139,8677327.4
115471,8676361.12
193553,8674763.51
59268,8674033.9
83059,8668916.88
79943,8668781.8
36882,8666453.08
69513,8651138.16
176656,8650427.73
166877,8646886.26
134795,8646712.0
173798,8642158.03
132303,8637131.36
165773,8634109.1
109575,8632624.0
184413,8631625.0
167930,8630791.68
139243,8625702.4
195416,8624883.96
177432,8623491.1
193434,8621909.78
112382,8616698.66
174195,8612499.75
166057,8610645.72
68837,8608292.68
161133,8608120.56
167031,8605555.24
148844,8604096.5
16949,8602843.2
155820,8600941.48
170797,8600490.9
46627,8597870.7
159842,8596762.02
161802,8596267.05
99518,8596083.44
108486,8591137.0
179439,8588294.18
159399,8585949.6
180038,8585138.79
164114,8584519.77
14913,8583157.44
50783,8580752.0
46884,8580156.17
64595,8579012.0
142776,8578077.12
127655,8577501.16
193163,8575862.1
127376,8571941.04
2089,8570916.16
185312,8565533.34
17957,8564920.88
47308,8563187.4
169952,8562081.14
149443,8562033.0
84080,8557854.06
181870,8555946.42
38004,8555552.19
165228,8554069.44
4458,8553868.8
16642,8550777.06
15546,8550740.24
90523,8549629.87
128496,8547993.6
22987,8546930.27
97876,8546266.35
2209,8539171.65
152606,8538942.36
47510,8537820.62
103172,8537340.24
50092,8535982.68
109899,8535706.62
190947,8535270.06
157925,8535108.4
97080,8532124.48
100308,8530323.12
134564,8529636.61
120676,8527316.82
15878,8523591.84
136929,8523133.8
31637,8523118.86
45922,8520444.36
67725,8519998.72
132606,8518917.75
84922,8517638.4
84616,8517339.32
24027,8515195.4
100062,8515117.8
85555,8509397.48
189229,8508517.2
128340,8503309.32
105365,8503264.68
151499,8503206.16
46306,8503046.96
793,8502134.58
70436,8496227.74
11670,8495325.67
20874,8493188.13
76286,8493086.56
44413,8491170.93
157650,8485988.75
152562,8484521.96
164366,8484076.18
129910,8483236.3
92412,8481885.72
190952,8480894.72
61890,8480796.43
154802,8478080.38
132284,8476993.48
50240,8474094.53
11213,8473361.15
117504,8469553.6
104003,8468721.36
82427,8467589.88
154918,8465357.92
162683,8465084.47
69306,8462436.39
103709,8455912.92
80070,8455680.76
2109,8454044.16
174502,8453192.81
78425,8452707.08
7586,8452287.0
131230,8448612.12
159395,8446972.4
87432,8446416.4
134425,8444872.65
111800,8444096.52
72005,8443572.22
123344,8442498.88
14957,8442311.2
188647,8441489.28
50385,8438731.96
20395,8436068.25
95805,8431128.96
85686,8430519.96
113100,8429722.51
140056,8429201.56
198109,8424825.18
47947,8424465.45
45157,8424036.84
101215,8422941.21
16660,8422419.7
192791,8417489.85
43598,8415747.52
22015,8412443.52
150577,8412003.95
19628,8409820.23
184027,8409520.32
56796,8403346.36
163340,8395569.0
199899,8394570.49
175596,8393330.2
81574,8390272.64
183450,8389449.31
106512,8388651.58
165758,8388625.65
27076,8386067.72
87725,8385880.75
19580,8385438.6
73428,8384815.98
25290,8382164.06
54536,8379600.06
78300,8378355.36
84777,8376274.5
91050,8376239.52
18702,8375198.79
160972,8374435.68
158004,8374138.08
135142,8374069.77
129998,8374004.21
108358,8370665.6
52400,8368549.2
38105,8367536.65
15932,8367427.8
24979,8364138.52
87736,8363581.26
131689,8363374.29
64425,8363132.12
189528,8361442.32
68798,8361261.9
20607,8357529.2
81878,8354797.92
178351,8353222.32
134255,8349658.9
166998,8348326.56
2053,8344975.86
192013,8341010.26
22013,8341008.9
89443,8340481.05
80254,8339553.53
121037,8337837.6
134920,8337384.36
140735,8337337.02
95925,8336384.76
27167,8336194.42
119918,8335588.95
99600,8335165.2
44062,8334865.8
55504,8333013.94
151690,8332915.44
35109,8332699.68
146330,8331388.26
82969,8329114.94
131291,8327978.88
79408,8326457.55
179910,8325463.72
152932,8325391.69
100965,8323510.62
882,8323304.64
83245,8321864.4
6642,8321398.02
90430,8319135.11
55088,8319000.0
193744,8318133.9
167910,8317436.4
192468,8314618.0
20880,8312339.18
158255,8312182.46
106196,8312031.0
115178,8311679.8
137936,8309624.03
10580,8308689.83
124473,8306998.11
139627,8306875.5
75611,8304538.68
79821,8304460.78
61951,8304058.14
154333,8303580.35
150601,8301641.28
146427,8300978.82
190762,8297020.82
100072,8295254.88
64646,8291747.2
7036,8289274.14
9564,8287625.93
26990,8286074.88
55765,8285558.92
134706,8278865.01
40266,8278646.91
189821,8278210.52
34716,8276687.58
130278,8276183.28
27746,8271099.26
103290,8269517.52
133433,8265814.0
186063,8265620.5
105750,8264710.44
187412,8263601.05
29832,8263535.52
144371,8262616.32
132177,8260646.73
54355,8260607.58
180315,8259735.87
121798,8259366.5
74588,8257768.87
151628,8257735.5
179021,8255996.0
43060,8252820.2
34205,8252647.96
103783,8248309.64
75876,8242814.72
187681,8241865.17
28406,8238376.17
123530,8231102.64
64200,8229713.72
147273,8227852.14
17652,8226860.4
115217,8224194.03
85611,8220915.08
148286,8220228.6
163198,8219396.58
107023,8215979.19
7026,8211474.9
175021,8209601.79
102578,8208400.07
55057,8208197.22
199797,8204576.6
16686,8204528.55
70999,8203545.57
103571,8202455.1
135490,8199048.36
118270,8197890.04
196346,8196125.72
10531,8195182.14
147280,8193688.8
19427,8191685.0
27160,8189322.96
93302,8186862.25
140868,8186832.68
133365,8183850.27
168936,8182819.41
157438,8182453.68
150660,8182407.24
145030,8182057.78
13484,8181599.7
136742,8178894.99
72321,8178795.87
137136,8177072.76
1303,8174030.32
113127,8173938.48
113114,8173787.15
39287,8173062.0
95497,8172990.2
72562,8168575.86
95838,8165680.6
167018,8165629.0
172142,8164783.12
169884,8164270.95
147403,8163760.8
32316,8163284.59
37487,8162937.54
73714,8161932.8
192768,8161629.14
154870,8161186.6
77568,8160649.74
165455,8160342.72
171951,8156147.9
191763,8153142.44
2915,8146531.92
133674,8146434.36
155800,8145068.36
59068,8142438.72
144955,8140697.28
37900,8140305.6
8365,8135660.16
155383,8134644.44
195983,8131384.43
24140,8128247.56
125753,8128157.45
75770,8127385.6
188739,8126270.41
162981,8125898.9
82464,8124279.48
194945,8123857.08
79822,8122573.42
50078,8115281.9
156371,8114742.02
152021,8114733.9
157739,8114146.3
142039,8112392.82
14586,8112078.02
148787,8109033.82
198319,8108562.02
122251,8104495.2
82438,8103161.4
122617,8102699.64
94503,8102410.85
98495,8099803.05
81235,8099675.58
84390,8095130.88
197890,8094390.92
32790,8093644.92
127105,8092325.4
199716,8091911.52
78630,8091224.46
5865,8091072.71
31943,8089278.47
49135,8086437.99
161897,8085536.36
58803,8084026.6
114607,8083391.73
99794,8083037.76
97026,8079219.18
195897,8076728.52
173559,8076448.8
151740,8075481.92
133845,8074360.8
100046,8072328.0
129529,8070996.78
40132,8070685.74
86260,8070575.68
79371,8070201.01
57481,8069719.84
114765,8068804.8
161729,8067008.98
31511,8066401.2
182973,8060881.78
105640,8059377.9
85217,8059098.67
137209,8057629.67
98167,8056595.28
171642,8055669.6
112135,8054914.83
86094,8053689.76
152962,8053074.0
89675,8049835.37
15140,8049182.9
47070,8048525.76
169793,8048004.87
171197,8047792.05
162572,8046220.05
73882,8046027.25
145490,8042864.03
176767,8040909.24
60793,8039500.05
33843,8039389.98
150850,8029345.66
39832,8028598.55
121530,8028309.96
17594,8023063.35
69364,8021498.4
30557,8019134.86
194242,8016437.28
132983,8014250.02
191163,8013393.88
30437,8006678.44
148162,8005876.67
136930,8005479.3
170381,8005239.28
109034,8002508.25
101929,8002126.0
144874,8002095.92
119897,7998953.04
162246,7998885.0
137418,7998398.85
62867,7997139.92
60660,7996944.6
98105,7993757.75
13710,7993558.1
154094,7993087.76
180788,7992068.97
52955,7990585.15
95650,7984046.07
44936,7983843.6
183703,7982870.31
16627,7982321.44
68428,7982264.56
76052,7981984.52
6032,7981511.28
95924,7979992.02
3023,7979672.79
189897,7979518.2
55740,7979410.08
35243,7979093.82
126860,7978887.84
151863,7975788.87
175131,7974840.55
185491,7973204.64
164203,7972625.03
138047,7972060.48
190278,7971006.42
12768,7966560.0
195946,7963099.2
45983,7959205.52
136271,7958426.0
60477,7958089.81
14543,7956919.08
14815,7956060.85
97213,7955115.84
141287,7953903.1
90805,7952148.36
132292,7951967.79
37446,7950369.48
181573,7949628.0
102302,7949569.0
116874,7948543.68
101231,7947488.01
39822,7946643.85
172484,7944948.18
54769,7942561.0
18237,7940178.33
104500,7940011.3
168352,7939609.08
17489,7937563.12
139222,7934089.92
68584,7933498.04
98875,7932896.9
120450,7931574.99
102572,7927946.1
148465,7927313.94
73725,7927099.08
69902,7923525.12
37593,7922747.88
190780,7922707.87
179938,7922676.75
51522,7922570.18
110115,7922370.8
1263,7920919.89
57760,7919965.82
135625,7919830.8
44797,7918571.82
161880,7917504.0
19143,7913369.55
67987,7909587.8
87408,7908275.2
66632,7905828.56
26208,7904447.1
115298,7904428.98
153075,7903929.37
42981,7902159.17
157867,7901703.6
103479,7900516.28
87135,7899182.0
99934,7896707.5
75319,7896590.75
197400,7893943.75
71714,7890749.67
98736,7889709.5
121141,7889070.4
150459,7889062.49
155934,7888076.28
15166,7887065.95
8640,7885662.93
89633,7880988.72
73478,7879984.02
122427,7879482.27
99927,7878386.61
141574,7876378.54
26627,7876086.4
19331,7874869.96
55793,7874508.0
99688,7872793.92
73032,7872753.33
26676,7872022.55
96526,7868719.64
73786,7868525.14
36346,7865470.66
22941,7865270.74
148009,7863831.78
98071,7863099.52
7211,7862985.2
37576,7857527.22
131913,7856782.56
126506,7856049.97
188356,7850656.0
53725,7848870.93
102897,7848672.2
145062,7846065.33
70751,7845867.75
28659,7844885.12
88422,7843334.04
23889,7842815.54
118884,7842347.52
31514,7841782.02
23887,7837671.0
161814,7836868.6
2066,7834725.52
179434,7834243.36
150447,7833973.2
35388,7833428.4
145595,7833219.8
126789,7832339.37
199652,7831580.6
163665,7829241.45
170956,7827832.59
33599,7825165.2
130611,7823302.06
64903,7822292.0
104153,7818993.18
74697,7818796.71
4413,7817703.75
9289,7816259.8
70617,7815982.81
93499,7814140.07
178878,7813220.58
112582,7810709.88
4777,7810533.05
131826,7810021.68
7415,7807752.08
77238,7804714.41
147764,7804296.74
93751,7803259.4
104504,7800091.43
2429,7799819.06
42030,7799786.82
157593,7799628.06
19322,7797896.16
23750,7796078.85
13440,7789262.29
182772,7782582.86
79331,7780752.98
173505,7780691.92
116930,7780420.2
86671,7780153.88
172396,7777751.28
180348,7773583.23
58113,7773141.69
151066,7772826.24
157050,7772476.14
108173,7772459.92
33103,7772180.06
73191,7771744.8
3340,7771312.92
38418,7770583.17
58990,7769599.28
16789,7769470.95
154712,7767919.95
179990,7767440.76
154957,7767107.05
33412,7765854.18
168405,7765350.6
179211,7763514.85
51196,7760254.32
91913,7759315.2
71415,7758434.24
101802,7753153.8
146762,7752538.96
160499,7751574.0
169762,7748296.92
103366,7745537.76
6295,7744540.32
61618,7740819.9
18762,7740553.11
49366,7739483.07
55858,7738363.77
167738,7738208.06
54317,7738089.65
94900,7738010.28
60934,7737943.98
61285,7737472.6
110909,7736838.95
75860,7735414.92
177270,7734435.54
190252,7730155.2
74659,7729756.92
159427,7728801.76
14797,7725353.16
31942,7724042.91
117388,7723860.24
30811,7722535.24
41635,7722088.77
104647,7720499.4
149305,7719462.63
186488,7719103.98
57571,7718533.42
160278,7715563.1
63144,7715186.05
18108,7715076.54
197904,7713521.67
184544,7712557.32
62304,7711964.9
129173,7711723.44
178717,7709905.62
93415,7708828.3
22225,7707645.8
107760,7703144.82
74199,7700551.39
28003,7699282.41
170253,7695621.92
3716,7695436.34
60950,7694473.75
2818,7692651.65
24019,7692592.32
199621,7692457.66
33147,7690416.29
21525,7690186.56
49769,7690029.57
29540,7689798.0
173810,7689778.5
89026,7688032.57
68852,7687930.24
167935,7687058.16
128114,7687027.88
162840,7685003.2
139133,7683969.3
97962,7683842.64
100660,7683199.68
178739,7680106.28
162973,7679866.87
82514,7679785.15
30280,7677464.96
55338,7674826.25
104779,7674281.86
53441,7674073.38
192966,7674057.94
95863,7671965.0
32587,7671653.8
59821,7664694.24
137454,7664068.76
187280,7661056.0
80493,7659145.38
63716,7658107.0
49374,7655781.3
10454,7653078.19
15456,7652180.76
65569,7651472.64
2415,7649970.22
123434,7649927.22
46913,7648865.51
89799,7648856.93
102748,7648852.68
124230,7648511.64
29255,7646019.36
85864,7645383.36
8105,7644576.42
61914,7642719.36
52564,7642176.0
32582,7640728.32
195914,7640410.17
8739,7639136.12
99885,7639121.5
130625,7639073.28
140165,7637093.46
166181,7636064.22
20702,7630214.06
150385,7629540.03
146188,7628679.82
113498,7628197.5
150478,7627147.2
22659,7626164.4
191099,7624491.9
62396,7624163.8
86331,7621641.0
126065,7620461.31
8571,7618743.12
121699,7618632.93
118207,7618179.6
122388,7610333.48
154619,7607491.68
30984,7605685.08
27814,7605439.25
169903,7604790.81
166383,7601847.75
185529,7601012.12
22484,7599304.98
99315,7599274.34
50077,7598783.42
30831,7598338.38
141513,7596374.4
40823,7596339.49
68093,7595801.04
560,7595531.96
177385,7595259.78
185222,7594370.36
43011,7590450.16
20558,7589103.58
107079,7588759.44
89253,7588623.6
48667,7587512.25
158094,7585535.67
92237,7584949.68
8253,7584571.24
27846,7584474.0
5611,7583823.0
144159,7581553.88
138943,7578658.88
62449,7577856.78
151589,7577770.2
23569,7577335.2
31910,7574961.42
110424,7573573.48
129402,7572688.23
4255,7570675.65
80399,7569194.36
7678,7568485.81
81933,7567624.05
115498,7564786.44
127873,7564578.6
31979,7564101.44
25985,7562439.76
184915,7562412.0
137063,7562230.65
104562,7560855.12
155077,7558730.04
92390,7558711.58
109582,7557829.18
88075,7557002.82
170759,7556532.36
28440,7555574.28
106928,7554432.6
10520,7554153.96
172767,7554110.22
147905,7552806.66
8288,7552555.66
56022,7551776.22
53299,7551396.6
119233,7551355.9
140115,7550723.4
159514,7549871.1
148936,7547008.4
173599,7546338.99
170065,7544374.0
107598,7542386.28
31815,7542263.82
163281,7539690.12
35501,7538434.89
142030,7538273.04
80191,7536243.6
166804,7535099.04
127641,7534429.12
139902,7531324.23
94815,7530803.45
159983,7529820.87
177430,7527162.57
25501,7527161.38
91334,7526466.24
34910,7522704.6
102269,7521765.6
43528,7521236.98
61415,7520088.53
40278,7518878.04
88577,7518138.32
158440,7515513.84
81830,7514330.16
21831,7512862.32
129260,7510884.46
8705,7510674.42
184555,7510227.21
179899,7508665.89
17433,7505420.4
15485,7503239.54
15069,7498286.94
17637,7497633.28
87300,7497531.36
138121,7497031.26
186160,7496426.52
154769,7495868.1
157898,7495714.6
115654,7494160.0
184608,7492712.78
194706,7492650.72
17162,7490574.24
173041,7488504.93
23649,7487733.24
154692,7485359.56
165593,7485048.42
190405,7484308.3
127437,7481147.45
33060,7479927.95
7427,7479259.4
183832,7478193.78
77592,7476390.82
112050,7475454.03
131175,7473290.84
83855,7471981.99
83632,7471275.28
160983,7470490.19
125489,7467312.7
146651,7464431.04
125463,7464402.75
189799,7463540.33
8665,7463267.7
138408,7458407.58
148211,7458043.84
22316,7456491.12
172165,7455930.48
136548,7454410.7
25793,7453712.88
114972,7451867.72
28577,7451239.68
149167,7450162.46
58486,7448630.4
57244,7447058.08
180951,7444508.3
119183,7443048.56
180916,7439847.74
178795,7439012.64
128665,7438289.46
80433,7437397.04
155793,7435256.14
176539,7435026.9
38669,7434831.3
105781,7433928.03
88044,7432456.2
50174,7432122.88
106642,7432115.31
126694,7431728.5
21956,7431698.46
120116,7429966.8
5880,7429102.7
9544,7428395.4
26382,7427367.94
7594,7426717.2
188431,7425894.44
80585,7424382.13
21223,7424156.52
158066,7423785.99
53428,7418990.26
43554,7418981.12
120179,7418515.28
33707,7418502.66
83404,7418332.29
145069,7415817.4
198817,7414349.82
142750,7413936.84
18748,7413907.4
71811,7413633.76
71887,7413504.63
122951,7413310.11
102309,7412446.88
108580,7411971.77
18442,7410234.12
164996,7409868.66
19124,7408862.82
123714,7408666.58
123166,7405446.38
121718,7401340.68
108081,7401196.8
139596,7400422.4
189670,7400221.2
189911,7399127.97
165301,7399062.03
110880,7398132.84
195490,7398084.55
176315,7397872.1
119319,7396423.16
128722,7395731.2
2445,7395671.72
71362,7395342.2
168113,7394543.38
59415,7393964.24
21667,7388625.0
173833,7386127.35
184472,7383152.96
186221,7380318.64
138433,7380305.28
175406,7378849.17
104413,7377673.06
87407,7376903.94
31756,7375890.06
100789,7375619.16
21014,7373449.44
67225,7373313.42
146852,7371973.68
149374,7370242.88
6885,7370196.68
95495,7370066.36
35638,7367847.06
156469,7367568.02
119935,7366007.33
113499,7365577.72
141778,7365566.56
145226,7364542.5
15522,7364235.6
35811,7361909.8
167047,7361767.04
6672,7360578.62
51506,7354116.0
12034,7353993.71
154515,7351523.28
150333,7347203.82
119151,7346492.1
184159,7346476.2
96676,7343145.76
36887,7340646.3
49185,7340562.75
106676,7339524.39
136822,7338925.44
6876,7338746.86
95370,7338669.5
192419,7338066.84
134382,7338000.52
134283,7337574.75
179530,7335314.1
70055,7334505.32
12921,7334491.3
53807,7333839.88
188420,7333438.04
47132,7329429.36
154536,7328347.22
117033,7326765.6
119257,7325796.74
39190,7325670.24
133677,7322880.8
50801,7321242.68
173370,7320139.7
195351,7320082.4
82752,7319894.21
175899,7319208.96
83244,7318446.39
157384,7316992.42
146509,7315098.64
2322,7314723.36
57565,7314442.4
77148,7314204.8
84904,7313968.02
53883,7313700.15
51773,7312378.92
177277,7311730.44
73499,7311309.0
147639,7311121.95
157080,7311081.25
111000,7310930.69
169194,7310588.96
79568,7310144.82
69747,7309065.79
23855,7308588.0
99433,7307872.11
57593,7307072.0
65444,7306200.24
6818,7304782.1
92225,7304490.96
48439,7303974.24
40745,7303700.91
7640,7303638.32
128795,7303478.49
41234,7297255.28
36873,7296004.53
116551,7293975.67
138010,7293898.4
198004,7292789.14
123916,7290858.24
50420,7290687.84
73692,7288673.84
94704,7287635.64
142034,7285787.85
46235,7285228.48
63825,7284781.52
68030,7283690.4
36207,7280854.82
